subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.07293796539,51,26.35,,,,,,,,,,,,,,,,,2017_Jun_26_1533,60.1275287857,split,001,684,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.16293883324,j,9.39411902428,,,,,,,,,,,,,2017_Jun_26_1533,60.1275287857,split,001,684,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.00952386856,,,,,,,,,,,2017_Jun_26_1533,60.1275287857,split,001,684,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,4.956,5,4.72107887268,space,6.66736888885,,,,,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,60,19.11,9,1.59634590149,2017_Jun_26_1533,60.1275287857,split,001,684,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettenlängen,True,0.28060752,pl,7,Bett,Länge,3,2,Bettlängen,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,80,18.153,1,12.9188828468,2017_Jun_26_1533,60.1275287857,split,001,684,
schreib,x,33,"Simone hört ein Hörbuch, während sie am __________ ist.",Bogen schießen,True,0.0,x,0,x,x,0,2,Bogenschießen,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,100,22.576,1,10.4015090466,2017_Jun_26_1533,60.1275287857,split,001,684,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegbeschriftung,False,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegebeschriftung,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,9.99,5,2.24479007721,2017_Jun_26_1533,60.1275287857,split,001,684,
schreib,x,26,"Benjamin ruft seinen Freund an, weil er eine Frage zum __________ hat.",Berg Steigen,True,0.0,x,0,x,x,0,2,Bergsteigen,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,100,5.119,7,3.64138007164,2017_Jun_26_1533,60.1275287857,split,001,684,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",mutgemacht,False,0.0,x,0,x,x,0,2,Mut gemacht,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,100,9.161,8,6.33482289314,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Autotür,True,0.0,x,0,x,x,0,2,Wagentür,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,40,21.049,7,6.41806101799,2017_Jun_26_1533,60.1275287857,split,001,684,
pl,n,12,Für jedes Pixel seines Bildschirmkunstwerks hat Jonas gesondert eine __________ festgelegt.,Punktfarbe,False,0.2778716,sg,0,Punkt,Farbe,0,2,Punktefarbe,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,15,24.667,8,8.09718990326,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadel-Hölzer,False,0.0,x,0,x,x,0,2,Nadelhölzer,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,100,7.231,9,9.39415097237,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,übergaben,False,0.0,x,0,x,x,0,2,überließen,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,50,11.923,5,1.67941617966,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,0,5.239,6,10.0080010891,2017_Jun_26_1533,60.1275287857,split,001,684,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Badeingang,False,0.984017,indiv,2,Bad,Eingang,0,2,Bädereingang,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,25,18.138,9,2.76019406319,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,bin,False,0.0,x,0,x,x,0,2,habe,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,0,5.222,2,3.64137816429,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neu-Wahlen,True,0.0,x,0,x,x,0,2,Neuwahlen,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,100,4.405,6,3.8236079216,2017_Jun_26_1533,60.1275287857,split,001,684,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdschlitz,False,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdenschlitz,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,15,14.465,3,4.70548200607,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tüte Suppe,False,0.0,x,0,x,x,0,2,Tütensuppe,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,70,13.8,3,1.64632296562,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,53,Ullis Hund sprang um uns herum vor __________ .,Wiedersehensfreude,False,0.0,x,0,x,x,0,2,Wiedersehenfreude,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,0,11.554,6,2.57735514641,2017_Jun_26_1533,60.1275287857,split,001,684,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Bretterschliff,True,0.45619727,indiv,1,Brett,Schliff,0,2,Brettschliff,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,40,15.043,8,6.69759106636,2017_Jun_26_1533,60.1275287857,split,001,684,
x,x,25,Die moderne Kindererziehung ist durch ein starkes __________ gekennzeichnet.,Sicherheitsdenken,True,0.0,x,0,x,x,0,2,Sicherheits-Denken,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,0,6.412,3,2.61050701141,2017_Jun_26_1533,60.1275287857,split,001,684,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,15,8.194,5,2.36111998558,2017_Jun_26_1533,60.1275287857,split,001,684,
