subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.35339713097,75,18.104,,,,,,,,,,,,,,,,,2017_Jun_20_1439,60.1438242333,split,001,379,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.57522988319,j,8.84543991089,,,,,,,,,,,,,2017_Jun_20_1439,60.1438242333,split,001,379,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.3254430294,,,,,,,,,,,2017_Jun_20_1439,60.1438242333,split,001,379,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6.984,7,4.98794794083,space,5.28738713264,,,,,2017_Jun_20_1439,60.1438242333,split,001,379,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",Probe gehört,True,0.0,x,0,x,x,0,1,probegehört,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,11.957,2,2.27801799774,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",deren,False,0.0,x,0,x,x,0,1,derer,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,100,8.432,3,3.95725107193,2017_Jun_20_1439,60.1438242333,split,001,379,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blattanalysen,False,0.5334598,pl,0,Blatt,Analyse,0,1,Blätteranalysen,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,12.433,4,3.24219107628,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,des Wetters,True,0.0,x,0,x,x,0,1,dem Wetter,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,42,7.781,9,1.84577894211,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Gehweg,False,0.0,x,0,x,x,0,1,Fußgängerweg,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,50,12.252,9,3.94064307213,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,56,Auf __________ wird nur ein sehr geringes Pfand erhoben.,Bierflaschen,True,0.0,x,0,x,x,0,1,Biersflaschen,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,5.784,3,3.24235391617,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,58,Im Magisterstudium musste man mehr __________ schreiben als im BA-Studium.,Seminarsarbeiten,False,0.0,x,0,x,x,0,1,Seminararbeiten,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,100,7.347,4,6.63403201103,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,21,Die Fans __________ Fabian die Bude eingerannt.,haben,True,0.0,x,0,x,x,0,1,sind,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,6.12,5,3.60641598701,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,23,Die Gruppe __________ kurz vor dem Gipfel umgedreht.,hat,True,0.0,x,0,x,x,0,1,ist,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,60,9.579,1,3.15900111198,2017_Jun_20_1439,60.1438242333,split,001,379,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Tee trinken,True,0.0,x,0,x,x,0,1,Teetrinken,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,100,8.428,4,3.04276204109,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planet,False,0.0,x,0,x,x,0,1,Planeten,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,100,21.232,8,2.32789683342,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,34,Er wurde trotz des bekannten Skandals  __________.,wiedergewählt,True,0.0,x,0,x,x,0,1,wieder gewählt,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,100,12.338,9,1.46318602562,2017_Jun_20_1439,60.1438242333,split,001,379,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Bretterbündel,True,0.45619727,coll,0,Brett,Bündel,0,1,Brettbündel,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,0,9.643,8,1.62959289551,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Licht-Schein,True,0.0,x,0,x,x,0,1,Lichtschein,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,100,6.245,8,2.61059904099,2017_Jun_20_1439,60.1438242333,split,001,379,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Häuserabbrüche,True,0.21190723,pl,5,Haus,Abbrüche,1,1,Hausabbrüche,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,39,16.823,7,2.11177206039,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",bewiesen,False,0.0,x,0,x,x,0,1,nachgewiesen,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,100,8.178,8,3.80768895149,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,17,Gute Qualität hat __________ Preis.,seinen,False,0.0,x,0,x,x,0,1,ihren,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,100,6.369,2,6.63081908226,2017_Jun_20_1439,60.1438242333,split,001,379,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Badkooperation,False,0.984017,coll,0,Bad,Kooperation,0,1,Bäderkooperation,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,100,13.743,1,4.00712800026,2017_Jun_20_1439,60.1438242333,split,001,379,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,100,6.635,7,7.21181106567,2017_Jun_20_1439,60.1438242333,split,001,379,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastberechnung,False,0.8331451,sg,3,Last,Berechnung,1,1,Lastenberechnung,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,100,12.715,5,1.92886590958,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,50,"Verglichen mit Ampeln sind __________ sicherer, aber teurer.",Unterführungen,True,0.0,x,0,x,x,0,1,Straßentunnel,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,0,5.968,1,3.4917318821,2017_Jun_20_1439,60.1438242333,split,001,379,
coll,n,7,Chris besitzt eine große __________ .,Schwertsammlung,False,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertersammlung,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,100,5.303,7,1.56307220459,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,19,Im Urlaub __________ ich jeden Tag bei einem alten Wrack getaucht.,bin,False,0.0,x,0,x,x,0,1,habe,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,81,10.622,2,3.25895380974,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisa,False,0.0,x,0,x,x,0,1,Einreisevisen,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,0,7.316,4,6.4666788578,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupperware,True,0.0,x,0,x,x,0,1,Tupper-Ware,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,100,7.464,4,4.14021992683,2017_Jun_20_1439,60.1438242333,split,001,379,
coll,n,3,Dank einer __________ ändern sich einige Wanderrouten um Graz.,Wegzusammenlegung,False,0.34460415,coll,0,Weg,Zusammenlegung,0,1,Wegezusammenlegung,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,100,9.143,5,1.61295604706,2017_Jun_20_1439,60.1438242333,split,001,379,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangsschwierigkeiten,True,0.0,x,0,x,x,0,1,Anfangschwierigkeiten,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,0,13.913,7,2.41099405289,2017_Jun_20_1439,60.1438242333,split,001,379,
