subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.74090695381,56,34.963,,,,,,,,,,,,,,,,,2017_Jun_21_1340,60.1319251,split,001,201,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.13776612282,j,8.28012704849,,,,,,,,,,,,,2017_Jun_21_1340,60.1319251,split,001,201,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.58905887604,,,,,,,,,,,2017_Jun_21_1340,60.1319251,split,001,201,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.263,8,5.70300006866,space,5.40370988846,,,,,2017_Jun_21_1340,60.1319251,split,001,201,
x,x,44,Die Kinder fuhren mit  __________ unzureichenden Helmen zur Schule.,solch,False,0.0,x,0,x,x,0,1,solchen,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,100,17.549,7,1.84574580193,2017_Jun_21_1340,60.1319251,split,001,201,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Bäderkooperation,True,0.984017,coll,0,Bad,Kooperation,0,1,Badkooperation,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,14.41,8,3.19244003296,2017_Jun_21_1340,60.1319251,split,001,201,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangschwierigkeiten,False,0.0,x,0,x,x,0,1,Anfangsschwierigkeiten,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,100,6.334,6,6.48165297508,2017_Jun_21_1340,60.1319251,split,001,201,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Licht-Schein,True,0.0,x,0,x,x,0,1,Lichtschein,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,100,9.738,3,2.82671499252,2017_Jun_21_1340,60.1319251,split,001,201,
x,x,17,Gute Qualität hat __________ Preis.,seinen,False,0.0,x,0,x,x,0,1,ihren,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,100,4.06,3,4.72205018997,2017_Jun_21_1340,60.1319251,split,001,201,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blattanalysen,False,0.5334598,pl,0,Blatt,Analyse,0,1,Blätteranalysen,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,8.444,8,5.55108594894,2017_Jun_21_1340,60.1319251,split,001,201,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,100,6.069,2,2.3611638546,2017_Jun_21_1340,60.1319251,split,001,201,
