subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.28591012955,79,38.77,,,,,,,,,,,,,,,,,2017_Jun_19_1032,60.1442554497,split,001,801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.2176430225,j,10.0258948803,,,,,,,,,,,,,2017_Jun_19_1032,60.1442554497,split,001,801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.73626708984,,,,,,,,,,,2017_Jun_19_1032,60.1442554497,split,001,801,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6.119,7,5.01854801178,space,7.04973506927,,,,,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,übergaben,False,0.0,x,0,x,x,0,2,überließen,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,100,19.794,2,3.2921769619,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,39,Außer  __________ kann ich leider nichts mitbringen.,das Essen,True,0.0,x,0,x,x,0,2,dem Essen,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,100,7.116,4,4.27314186096,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,10,31.192,2,6.89467787743,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,51,Man darf im Büro nicht beim __________ erwischt werden.,Nichtsmachen,True,0.0,x,0,x,x,0,2,Nichtstun,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,100,6.202,9,5.35388302803,2017_Jun_19_1032,60.1442554497,split,001,801,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,11.733,2,2.2281460762,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,bin,False,0.0,x,0,x,x,0,2,habe,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,6.999,8,6.38152718544,2017_Jun_19_1032,60.1442554497,split,001,801,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegbeschriftung,False,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegebeschriftung,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,7.628,4,2.5440890789,2017_Jun_19_1032,60.1442554497,split,001,801,
schreib,x,26,"Benjamin ruft seinen Freund an, weil er eine Frage zum __________ hat.",Berg Steigen,True,0.0,x,0,x,x,0,2,Bergsteigen,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,100,6.863,4,2.47739100456,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligter,False,0.0,x,0,x,x,0,2,beteiligten,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,0,5.322,7,3.07273793221,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschein,False,0.0,x,0,x,x,0,2,Mondschimmer,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,7.58,6,4.07029008865,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neu-Wahlen,True,0.0,x,0,x,x,0,2,Neuwahlen,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,100,7.91,8,2.60791611671,2017_Jun_19_1032,60.1442554497,split,001,801,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Brettschliff,False,0.45619727,indiv,1,Brett,Schliff,0,2,Bretterschliff,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,0,8.71,5,3.28945994377,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,53,Ullis Hund sprang um uns herum vor __________ .,Wiedersehenfreude,True,0.0,x,0,x,x,0,2,Wiedersehensfreude,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,100,7.582,6,3.57140612602,2017_Jun_19_1032,60.1442554497,split,001,801,
coll,n,8,Nach dem Fechtunfall hatte Jonas einen __________ auf dem linken Oberarm.,Schwerterabdruck,True,0.20263783,indiv,0,Schwert,Abdruck,0,2,Schwertabdruck,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,100,7.946,4,2.74358320236,2017_Jun_19_1032,60.1442554497,split,001,801,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",Seil zu springen,True,0.0,x,0,x,x,0,2,seilzuspringen,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,0,5.337,3,3.9406208992,2017_Jun_19_1032,60.1442554497,split,001,801,
pl,n,12,Für jedes Pixel seines Bildschirmkunstwerks hat Jonas gesondert eine __________ festgelegt.,Punktfarbe,False,0.2778716,sg,0,Punkt,Farbe,0,2,Punktefarbe,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,0,6.646,2,3.09202718735,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,90,10.825,8,5.08786416054,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbein,False,0.0,x,0,x,x,0,2,Gantenbeins,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,0,12.753,5,2.61045193672,2017_Jun_19_1032,60.1442554497,split,001,801,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdenschlitz,True,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdschlitz,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,100,6.85,7,6.5177090168,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Wagentür,False,0.0,x,0,x,x,0,2,Autotür,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,90,8.829,3,2.67701387405,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,sich gegenseitig,False,0.0,x,0,x,x,0,2,einander,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,10,10.654,2,5.385409832,2017_Jun_19_1032,60.1442554497,split,001,801,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettenlängen,True,0.28060752,pl,7,Bett,Länge,3,2,Bettlängen,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,100,6.996,4,2.42757987976,2017_Jun_19_1032,60.1442554497,split,001,801,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadel-Hölzer,False,0.0,x,0,x,x,0,2,Nadelhölzer,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,100,6.98,8,3.57143688202,2017_Jun_19_1032,60.1442554497,split,001,801,
