subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.13507199287,89,34.896,,,,,,,,,,,,,,,,,2017_Jun_19_1220,60.1456353838,split,001,223,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.63877892494,j,11.1399521828,,,,,,,,,,,,,2017_Jun_19_1220,60.1456353838,split,001,223,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.5059170723,,,,,,,,,,,2017_Jun_19_1220,60.1456353838,split,001,223,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.846,8,13.9147868156,space,6.6340880394,,,,,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,sich gegenseitig,False,0.0,x,0,x,x,0,2,einander,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,10,16.947,8,3.29222297668,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,25,Die moderne Kindererziehung ist durch ein starkes __________ gekennzeichnet.,Sicherheits-Denken,False,0.0,x,0,x,x,0,2,Sicherheitsdenken,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,90,17.438,8,5.56782698631,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tüte Suppe,False,0.0,x,0,x,x,0,2,Tütensuppe,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,100,7.847,8,7.36561512947,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,2,bin,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,100,10.725,1,8.36252093315,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,100,16.592,6,6.41740393639,2017_Jun_19_1220,60.1456353838,split,001,223,
schreib,x,26,"Benjamin ruft seinen Freund an, weil er eine Frage zum __________ hat.",Bergsteigen,False,0.0,x,0,x,x,0,2,Berg Steigen,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,12.05,8,7.94756197929,2017_Jun_19_1220,60.1456353838,split,001,223,
pl,n,12,Für jedes Pixel seines Bildschirmkunstwerks hat Jonas gesondert eine __________ festgelegt.,Punktefarbe,True,0.2778716,sg,0,Punkt,Farbe,0,2,Punktfarbe,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,34,36.973,8,8.54620718956,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligter,False,0.0,x,0,x,x,0,2,beteiligten,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,100,10.36,2,6.05222392082,2017_Jun_19_1220,60.1456353838,split,001,223,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettlängen,False,0.28060752,pl,7,Bett,Länge,3,2,Bettenlängen,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,15,25.435,4,7.29824090004,2017_Jun_19_1220,60.1456353838,split,001,223,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",Mut gemacht,True,0.0,x,0,x,x,0,2,mutgemacht,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,10.091,7,2.26143598557,2017_Jun_19_1220,60.1456353838,split,001,223,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdschlitz,False,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdenschlitz,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,20,16.277,6,6.7167570591,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,94,10.958,5,3.15919613838,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,39,Außer  __________ kann ich leider nichts mitbringen.,dem Essen,False,0.0,x,0,x,x,0,2,das Essen,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,1,11.473,2,3.67454409599,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neu-Wahlen,True,0.0,x,0,x,x,0,2,Neuwahlen,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,55,20.033,3,2.32789492607,2017_Jun_19_1220,60.1456353838,split,001,223,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",Seil zu springen,True,0.0,x,0,x,x,0,2,seilzuspringen,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,0,15.979,7,2.09509801865,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Bretterschliff,True,0.45619727,indiv,1,Brett,Schliff,0,2,Brettschliff,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,80,21.995,8,3.17418599129,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbeins,True,0.0,x,0,x,x,0,2,Gantenbein,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,40,29.128,9,2.64382791519,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,8,Nach dem Fechtunfall hatte Jonas einen __________ auf dem linken Oberarm.,Schwerterabdruck,True,0.20263783,indiv,0,Schwert,Abdruck,0,2,Schwertabdruck,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,100,10.788,4,6.01899313927,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,51,Man darf im Büro nicht beim __________ erwischt werden.,Nichtstun,False,0.0,x,0,x,x,0,2,Nichtsmachen,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,4,11.739,8,2.17827892303,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,53,Ullis Hund sprang um uns herum vor __________ .,Wiedersehenfreude,True,0.0,x,0,x,x,0,2,Wiedersehensfreude,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,98,16.492,8,1.84570097923,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegebeschriftung,True,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegbeschriftung,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,95,12.966,9,3.00869989395,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Wagentür,False,0.0,x,0,x,x,0,2,Autotür,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,50,8.847,3,2.97629880905,2017_Jun_19_1220,60.1456353838,split,001,223,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,40,24.6,8,3.15495800972,2017_Jun_19_1220,60.1456353838,split,001,223,
schreib,x,33,"Simone hört ein Hörbuch, während sie am __________ ist.",Bogen schießen,True,0.0,x,0,x,x,0,2,Bogenschießen,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,89,18.467,3,2.7934319973,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschein,False,0.0,x,0,x,x,0,2,Mondschimmer,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,25,15.826,7,7.06645488739,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,übergaben,False,0.0,x,0,x,x,0,2,überließen,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,40,19.42,8,8.09723782539,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadel-Hölzer,False,0.0,x,0,x,x,0,2,Nadelhölzer,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,90,10.423,4,2.42769098282,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Bädereingang,True,0.984017,indiv,2,Bad,Eingang,0,2,Badeingang,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,90,13.198,5,6.39691400528,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,19,Im Urlaub __________ ich jeden Tag bei einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,1,bin,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,19,20.967,9,2.04519295692,2017_Jun_19_1220,60.1456353838,split,001,223,
schreib,x,30,"Melanie mag Fußball, weil es ein Sport zum __________ ist.",Spaß haben,True,0.0,x,0,x,x,0,1,Spaßhaben,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,9,9.442,3,1.87895703316,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Bäderkooperation,True,0.984017,coll,0,Bad,Kooperation,0,1,Badkooperation,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,10,13.568,3,11.2670941353,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupper-Ware,False,0.0,x,0,x,x,0,1,Tupperware,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,60,16.493,4,4.30646014214,2017_Jun_19_1220,60.1456353838,split,001,223,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Häuserabbrüche,True,0.21190723,pl,5,Haus,Abbrüche,1,1,Hausabbrüche,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,14,13.598,3,2.0785241127,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Gehweg,False,0.0,x,0,x,x,0,1,Fußgängerweg,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,45,16.126,7,3.70788192749,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Bretterbündel,True,0.45619727,coll,0,Brett,Bündel,0,1,Brettbündel,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,6,12.353,7,3.0595228672,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",deren,False,0.0,x,0,x,x,0,1,derer,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,100,11.556,7,9.33773112297,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,3,Dank einer __________ ändern sich einige Wanderrouten um Graz.,Wegezusammenlegung,True,0.34460415,coll,0,Weg,Zusammenlegung,0,1,Wegzusammenlegung,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,90,15.761,2,9.8866250515,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,23,Die Gruppe __________ kurz vor dem Gipfel umgedreht.,hat,True,0.0,x,0,x,x,0,1,ist,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,85,12.953,5,1.89558506012,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",nachgewiesen,True,0.0,x,0,x,x,0,1,bewiesen,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,15,16.16,5,1.82905197144,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisa,False,0.0,x,0,x,x,0,1,Einreisevisen,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,0,20.301,3,6.49684000015,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Licht-Schein,True,0.0,x,0,x,x,0,1,Lichtschein,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,90,10.886,8,4.71810412407,2017_Jun_19_1220,60.1456353838,split,001,223,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Teetrinken,False,0.0,x,0,x,x,0,1,Tee trinken,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,90,8.345,2,3.25895500183,2017_Jun_19_1220,60.1456353838,split,001,223,
coll,n,7,Chris besitzt eine große __________ .,Schwertsammlung,False,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertersammlung,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,64,18.422,1,4.13533091545,2017_Jun_19_1220,60.1456353838,split,001,223,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",Probe gehört,True,0.0,x,0,x,x,0,1,probegehört,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,6,9.373,3,2.81010007858,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,56,Auf __________ wird nur ein sehr geringes Pfand erhoben.,Biersflaschen,False,0.0,x,0,x,x,0,1,Bierflaschen,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,100,9.677,4,13.1018240452,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangsschwierigkeiten,True,0.0,x,0,x,x,0,1,Anfangschwierigkeiten,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,0,14.097,2,3.04294586182,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planeten,True,0.0,x,0,x,x,0,1,Planet,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,80,14.464,8,7.59838008881,2017_Jun_19_1220,60.1456353838,split,001,223,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blätteranalysen,True,0.5334598,pl,0,Blatt,Analyse,0,1,Blattanalysen,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,60,14.795,6,4.47026586533,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,58,Im Magisterstudium musste man mehr __________ schreiben als im BA-Studium.,Seminarsarbeiten,False,0.0,x,0,x,x,0,1,Seminararbeiten,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,100,12.834,2,10.9849100113,2017_Jun_19_1220,60.1456353838,split,001,223,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,dem Wetter,False,0.0,x,0,x,x,0,1,des Wetters,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,35,18.972,9,3.1754720211,2017_Jun_19_1220,60.1456353838,split,001,223,
