subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.83780694008,80,35.195,,,,,,,,,,,,,,,,,2017_Jun_20_1303,60.1431342999,split,001,725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.24036121368,j,12.8190629482,,,,,,,,,,,,,2017_Jun_20_1303,60.1431342999,split,001,725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.85510611534,,,,,,,,,,,2017_Jun_20_1303,60.1431342999,split,001,725,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7.001,9,2.4775018692,space,5.18760681152,,,,,2017_Jun_20_1303,60.1431342999,split,001,725,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschein,False,0.0,x,0,x,x,0,2,Mondschimmer,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,8.8,3,3.64137101173,2017_Jun_20_1303,60.1431342999,split,001,725,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",mutgemacht,False,0.0,x,0,x,x,0,2,Mut gemacht,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,100,13.666,9,2.16159200668,2017_Jun_20_1303,60.1431342999,split,001,725,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdenschlitz,True,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdschlitz,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,100,5.005,7,2.16160011292,2017_Jun_20_1303,60.1431342999,split,001,725,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,sich gegenseitig,False,0.0,x,0,x,x,0,2,einander,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,50,6.615,8,4.07363390923,2017_Jun_20_1303,60.1431342999,split,001,725,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neuwahlen,False,0.0,x,0,x,x,0,2,Neu-Wahlen,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,5.385,4,3.9739420414,2017_Jun_20_1303,60.1431342999,split,001,725,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Bretterschliff,True,0.45619727,indiv,1,Brett,Schliff,0,2,Brettschliff,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,100,6.915,6,2.49421310425,2017_Jun_20_1303,60.1431342999,split,001,725,
