subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.73698210716,50,42.128,,,,,,,,,,,,,,,,,2017_Jun_20_1356,60.1550378703,split,001,327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.54483318329,j,6.60085320473,,,,,,,,,,,,,2017_Jun_20_1356,60.1550378703,split,001,327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.51078295708,,,,,,,,,,,2017_Jun_20_1356,60.1550378703,split,001,327,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7.865,2,4.61704111099,space,2.56066393852,,,,,2017_Jun_20_1356,60.1550378703,split,001,327,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisa,False,0.0,x,0,x,x,0,1,Einreisevisen,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,9.751,3,3.37538599968,2017_Jun_20_1356,60.1550378703,split,001,327,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Fußgängerweg,True,0.0,x,0,x,x,0,1,Gehweg,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,50,11.803,6,2.0120139122,2017_Jun_20_1356,60.1550378703,split,001,327,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,dem Wetter,False,0.0,x,0,x,x,0,1,des Wetters,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,50,14.1,3,2.12835097313,2017_Jun_20_1356,60.1550378703,split,001,327,
x,x,56,Auf __________ wird nur ein sehr geringes Pfand erhoben.,Biersflaschen,False,0.0,x,0,x,x,0,1,Bierflaschen,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,100,5.918,4,5.88432192802,2017_Jun_20_1356,60.1550378703,split,001,327,
schreib,x,30,"Melanie mag Fußball, weil es ein Sport zum __________ ist.",Spaß haben,True,0.0,x,0,x,x,0,1,Spaßhaben,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,5.119,2,3.12416005135,2017_Jun_20_1356,60.1550378703,split,001,327,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangschwierigkeiten,False,0.0,x,0,x,x,0,1,Anfangsschwierigkeiten,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,100,12.035,2,2.59393405914,2017_Jun_20_1356,60.1550378703,split,001,327,
x,x,23,Die Gruppe __________ kurz vor dem Gipfel umgedreht.,hat,True,0.0,x,0,x,x,0,1,ist,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,50,6.851,4,2.01194691658,2017_Jun_20_1356,60.1550378703,split,001,327,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blattanalysen,False,0.5334598,pl,0,Blatt,Analyse,0,1,Blätteranalysen,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,8.792,7,1.84568405151,2017_Jun_20_1356,60.1550378703,split,001,327,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Tee trinken,True,0.0,x,0,x,x,0,1,Teetrinken,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,50,6.867,9,2.51057910919,2017_Jun_20_1356,60.1550378703,split,001,327,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,100,4.508,5,1.81241798401,2017_Jun_20_1356,60.1550378703,split,001,327,
x,x,21,Die Fans __________ Fabian die Bude eingerannt.,haben,True,0.0,x,0,x,x,0,1,sind,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,0,8.581,7,2.5772550106,2017_Jun_20_1356,60.1550378703,split,001,327,
