subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.90368103981,51,23.257,,,,,,,,,,,,,,,,,2017_Jun_22_1232,60.1452903944,split,001,271,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.41186904907,j,10.9236271381,,,,,,,,,,,,,2017_Jun_22_1232,60.1452903944,split,001,271,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.1425549984,,,,,,,,,,,2017_Jun_22_1232,60.1452903944,split,001,271,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,6.615,1,3.22529792786,space,5.05462503433,,,,,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,überließen,True,0.0,x,0,x,x,0,2,übergaben,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,50,13.807,3,1.67940402031,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,2,bin,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,100,6.136,4,5.03670597076,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,5.271,6,2.02859115601,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,13.082,2,5.00168609619,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligten,True,0.0,x,0,x,x,0,2,beteiligter,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,7.949,6,2.09517097473,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",mutgemacht,False,0.0,x,0,x,x,0,2,Mut gemacht,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,50,11.14,1,2.4774980545,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,25,Die moderne Kindererziehung ist durch ein starkes __________ gekennzeichnet.,Sicherheitsdenken,True,0.0,x,0,x,x,0,2,Sicherheits-Denken,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,8.176,3,2.5440158844,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettlängen,False,0.28060752,pl,7,Bett,Länge,3,2,Bettenlängen,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,7.362,2,7.26323914528,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",seilzuspringen,False,0.0,x,0,x,x,0,2,Seil zu springen,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,50,6.169,9,3.00956702232,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,39,Außer  __________ kann ich leider nichts mitbringen.,dem Essen,False,0.0,x,0,x,x,0,2,das Essen,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,6.801,8,4.72210884094,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Bretterschliff,True,0.45619727,indiv,1,Brett,Schliff,0,2,Brettschliff,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,90,9.092,2,3.30884194374,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,51,Man darf im Büro nicht beim __________ erwischt werden.,Nichtstun,False,0.0,x,0,x,x,0,2,Nichtsmachen,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,50,8.944,1,2.76018095016,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,8,Nach dem Fechtunfall hatte Jonas einen __________ auf dem linken Oberarm.,Schwertabdruck,False,0.20263783,indiv,0,Schwert,Abdruck,0,2,Schwerterabdruck,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,0,8.794,3,6.83361697197,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,33,"Simone hört ein Hörbuch, während sie am __________ ist.",Bogenschießen,False,0.0,x,0,x,x,0,2,Bogen schießen,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,50,5.583,2,4.60070896149,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,n,12,Für jedes Pixel seines Bildschirmkunstwerks hat Jonas gesondert eine __________ festgelegt.,Punktefarbe,True,0.2778716,sg,0,Punkt,Farbe,0,2,Punktfarbe,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,50,9.024,1,2.81010007858,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbeins,True,0.0,x,0,x,x,0,2,Gantenbein,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,40,15.644,9,3.90741109848,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdenschlitz,True,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdschlitz,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,10,7.679,2,3.1923699379,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tütensuppe,True,0.0,x,0,x,x,0,2,Tüte Suppe,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,0,10.391,4,2.32785511017,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Bädereingang,True,0.984017,indiv,2,Bad,Eingang,0,2,Badeingang,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,50,7.347,2,8.92343401909,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschein,False,0.0,x,0,x,x,0,2,Mondschimmer,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,30,12.585,9,1.67946386337,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neuwahlen,False,0.0,x,0,x,x,0,2,Neu-Wahlen,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,10,5.818,2,3.32543182373,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,71,8.548,7,13.7139918804,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Autotür,True,0.0,x,0,x,x,0,2,Wagentür,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,50,5.735,3,6.54372406006,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,26,"Benjamin ruft seinen Freund an, weil er eine Frage zum __________ hat.",Berg Steigen,True,0.0,x,0,x,x,0,2,Bergsteigen,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,100,9.558,3,7.79159498215,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,53,Ullis Hund sprang um uns herum vor __________ .,Wiedersehenfreude,True,0.0,x,0,x,x,0,2,Wiedersehensfreude,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,100,9.793,7,3.30890798569,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadelhölzer,True,0.0,x,0,x,x,0,2,Nadel-Hölzer,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,0,8.36,4,4.52254080772,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,sich gegenseitig,False,0.0,x,0,x,x,0,2,einander,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,50,10.073,9,2.62659406662,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegebeschriftung,True,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegbeschriftung,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,90,8.707,5,7.62808394432,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planet,False,0.0,x,0,x,x,0,1,Planeten,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,90,7.55,6,2.22810101509,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Teetrinken,False,0.0,x,0,x,x,0,1,Tee trinken,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,30,15.543,4,4.6221909523,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,58,Im Magisterstudium musste man mehr __________ schreiben als im BA-Studium.,Seminararbeiten,True,0.0,x,0,x,x,0,1,Seminarsarbeiten,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,42,12.351,2,2.34451413155,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,19,Im Urlaub __________ ich jeden Tag bei einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,1,bin,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,80,9.229,7,1.76265192032,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangsschwierigkeiten,True,0.0,x,0,x,x,0,1,Anfangschwierigkeiten,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,11,8.262,3,2.06189393997,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,y,11,Die Düsseldorfer Friedhofsverwaltung hat heute erst eine __________ bearbeitet.,Gräberbuchung,True,0.5313495,sg,0,Grab,Buchung,0,1,Grabbuchung,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,60,11.303,3,1.44668292999,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,des Wetters,True,0.0,x,0,x,x,0,1,dem Wetter,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,20,8.616,3,2.77676606178,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastberechnung,False,0.8331451,sg,3,Last,Berechnung,1,1,Lastenberechnung,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,50,8.624,1,2.41105103493,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,23,Die Gruppe __________ kurz vor dem Gipfel umgedreht.,hat,True,0.0,x,0,x,x,0,1,ist,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,80,6.437,1,2.54403591156,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blätteranalysen,True,0.5334598,pl,0,Blatt,Analyse,0,1,Blattanalysen,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,80,6.132,2,5.56950807571,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,50,"Verglichen mit Ampeln sind __________ sicherer, aber teurer.",Straßentunnel,False,0.0,x,0,x,x,0,1,Unterführungen,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,50,10.239,4,4.02380108833,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,21,Die Fans __________ Fabian die Bude eingerannt.,haben,True,0.0,x,0,x,x,0,1,sind,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,0,9.51,7,2.27794384956,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,3,Dank einer __________ ändern sich einige Wanderrouten um Graz.,Wegzusammenlegung,False,0.34460415,coll,0,Weg,Zusammenlegung,0,1,Wegezusammenlegung,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,30,9.226,8,3.60804796219,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,44,Die Kinder fuhren mit  __________ unzureichenden Helmen zur Schule.,solch,False,0.0,x,0,x,x,0,1,solchen,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,66,10.725,3,1.89554095268,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",Probe gehört,True,0.0,x,0,x,x,0,1,probegehört,,,,,,,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,40,7.775,2,4.33368110657,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",bewiesen,False,0.0,x,0,x,x,0,1,nachgewiesen,,,,,,,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,50,9.576,8,1.96214413643,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,30,"Melanie mag Fußball, weil es ein Sport zum __________ ist.",Spaßhaben,False,0.0,x,0,x,x,0,1,Spaß haben,,,,,,,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,25,7.346,3,1.66290998459,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Bretterbündel,True,0.45619727,coll,0,Brett,Bündel,0,1,Brettbündel,,,,,,,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,12,9.992,8,2.39428091049,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Gehweg,False,0.0,x,0,x,x,0,1,Fußgängerweg,,,,,,,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,50,10.258,3,4.9715180397,2017_Jun_22_1232,60.1452903944,split,001,271,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,66,5.639,8,3.45842003822,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Bäderkooperation,True,0.984017,coll,0,Bad,Kooperation,0,1,Badkooperation,,,,,,,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,10,10.239,5,2.19490909576,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupper-Ware,False,0.0,x,0,x,x,0,1,Tupperware,,,,,,,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,100,8.111,9,1.64609718323,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,34,Er wurde trotz des bekannten Skandals  __________.,wieder gewählt,False,0.0,x,0,x,x,0,1,wiedergewählt,,,,,,,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,95,8.198,3,2.34434819221,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,56,Auf __________ wird nur ein sehr geringes Pfand erhoben.,Bierflaschen,True,0.0,x,0,x,x,0,1,Biersflaschen,,,,,,,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,0,6.197,8,7.2291328907,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,17,Gute Qualität hat __________ Preis.,ihren,True,0.0,x,0,x,x,0,1,seinen,,,,,,,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,10,4.606,4,5.71855807304,2017_Jun_22_1232,60.1452903944,split,001,271,
coll,n,7,Chris besitzt eine große __________ .,Schwertersammlung,True,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertsammlung,,,,,,,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,34,5.486,2,2.37769389153,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisen,True,0.0,x,0,x,x,0,1,Einreisevisa,,,,,,,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,85,8.829,5,1.61299300194,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Lichtschein,False,0.0,x,0,x,x,0,1,Licht-Schein,,,,,,,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,0,7.594,3,5.51284098625,2017_Jun_22_1232,60.1452903944,split,001,271,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",derer,True,0.0,x,0,x,x,0,1,deren,,,,,,,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,35,11.192,9,2.39433312416,2017_Jun_22_1232,60.1452903944,split,001,271,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Häuserabbrüche,True,0.21190723,pl,5,Haus,Abbrüche,1,1,Hausabbrüche,,,,,,,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,25,9.426,3,6.55968499184,2017_Jun_22_1232,60.1452903944,split,001,271,
