subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.06877994537,31,34.496,,,,,,,,,,,,,,,,,2017_Jun_22_1337,60.1575399444,split,001,774,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,0.125070810318,j,8.54613995552,,,,,,,,,,,,,2017_Jun_22_1337,60.1575399444,split,001,774,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.52012896538,,,,,,,,,,,2017_Jun_22_1337,60.1575399444,split,001,774,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7.664,7,3.99048495293,space,5.90261697769,,,,,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,übergaben,False,0.0,x,0,x,x,0,2,überließen,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,80,9.797,9,2.37772297859,2017_Jun_22_1337,60.1575399444,split,001,774,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdschlitz,False,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdenschlitz,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,12,11.189,1,4.32185411453,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,53,Ullis Hund sprang um uns herum vor __________ .,Wiedersehensfreude,False,0.0,x,0,x,x,0,2,Wiedersehenfreude,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,6,20.682,9,2.39431476593,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Autotür,True,0.0,x,0,x,x,0,2,Wagentür,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,50,10.141,6,2.54401111603,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschimmer,True,0.0,x,0,x,x,0,2,Mondschein,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,70,10.173,8,6.79702782631,2017_Jun_22_1337,60.1575399444,split,001,774,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Bädereingang,True,0.984017,indiv,2,Bad,Eingang,0,2,Badeingang,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,19,12.649,2,5.8302719593,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,bin,False,0.0,x,0,x,x,0,2,habe,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,21,16.793,4,3.00953793526,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligter,False,0.0,x,0,x,x,0,2,beteiligten,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,91,19.586,8,3.92305707932,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,39,Außer  __________ kann ich leider nichts mitbringen.,dem Essen,False,0.0,x,0,x,x,0,2,das Essen,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,12,18.72,1,4.55470108986,2017_Jun_22_1337,60.1575399444,split,001,774,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegebeschriftung,True,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegbeschriftung,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,88,9.773,8,9.17601013184,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadel-Hölzer,False,0.0,x,0,x,x,0,2,Nadelhölzer,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,60,18.121,7,2.54412508011,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,sich gegenseitig,False,0.0,x,0,x,x,0,2,einander,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,50,11.019,4,6.03553891182,2017_Jun_22_1337,60.1575399444,split,001,774,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,40,15.897,6,2.42756319046,2017_Jun_22_1337,60.1575399444,split,001,774,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",Mut gemacht,True,0.0,x,0,x,x,0,2,mutgemacht,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,30,13.65,9,1.87893295288,2017_Jun_22_1337,60.1575399444,split,001,774,
