subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.01558089256,50,47.599,,,,,,,,,,,,,,,,,2017_Jun_20_1035,60.1438242333,split,001,987,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.57399106026,j,13.6671390533,,,,,,,,,,,,,2017_Jun_20_1035,60.1438242333,split,001,987,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.10690808296,,,,,,,,,,,2017_Jun_20_1035,60.1438242333,split,001,987,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,7.932,6,2.76016497612,space,9.36089992523,,,,,2017_Jun_20_1035,60.1438242333,split,001,987,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Teetrinken,False,0.0,x,0,x,x,0,1,Tee trinken,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,100,10.212,9,2.17825603485,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,des Wetters,True,0.0,x,0,x,x,0,1,dem Wetter,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,0,7.666,7,14.2288029194,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,17,Gute Qualität hat __________ Preis.,seinen,False,0.0,x,0,x,x,0,1,ihren,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,100,9.327,1,17.3179759979,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Lichtschein,False,0.0,x,0,x,x,0,1,Licht-Schein,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,8.541,2,4.10699391365,2017_Jun_20_1035,60.1438242333,split,001,987,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",probegehört,False,0.0,x,0,x,x,0,1,Probe gehört,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,100,6.795,1,12.0044820309,2017_Jun_20_1035,60.1438242333,split,001,987,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blätteranalysen,True,0.5334598,pl,0,Blatt,Analyse,0,1,Blattanalysen,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,100,10.887,7,2.01194810867,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupper-Ware,False,0.0,x,0,x,x,0,1,Tupperware,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,100,5.619,8,8.85793399811,2017_Jun_20_1035,60.1438242333,split,001,987,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastberechnung,False,0.8331451,sg,3,Last,Berechnung,1,1,Lastenberechnung,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,100,9.823,7,6.91676497459,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",deren,False,0.0,x,0,x,x,0,1,derer,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,100,12.703,2,2.54402279854,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planet,False,0.0,x,0,x,x,0,1,Planeten,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,100,5.254,5,3.18908286095,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",bewiesen,False,0.0,x,0,x,x,0,1,nachgewiesen,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,100,13.268,1,12.3816301823,2017_Jun_20_1035,60.1438242333,split,001,987,
schreib,x,30,"Melanie mag Fußball, weil es ein Sport zum __________ ist.",Spaß haben,True,0.0,x,0,x,x,0,1,Spaßhaben,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,0,6.164,7,5.37056398392,2017_Jun_20_1035,60.1438242333,split,001,987,
coll,n,7,Chris besitzt eine große __________ .,Schwertersammlung,True,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertsammlung,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,100,8.53,3,2.04523301125,2017_Jun_20_1035,60.1438242333,split,001,987,
x,x,44,Die Kinder fuhren mit  __________ unzureichenden Helmen zur Schule.,solchen,True,0.0,x,0,x,x,0,1,solch,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,0,8.314,2,2.11178588867,2017_Jun_20_1035,60.1438242333,split,001,987,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,100,4.657,6,2.19489979744,2017_Jun_20_1035,60.1438242333,split,001,987,
