subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.06876111031,40,30.058,,,,,,,,,,,,,,,,,2017_Jun_21_1409,60.1413233,split,001,317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.1158099174,j,10.7574830055,,,,,,,,,,,,,2017_Jun_21_1409,60.1413233,split,001,317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.87411689758,,,,,,,,,,,2017_Jun_21_1409,60.1413233,split,001,317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8.031,5,5.68315792084,space,5.58665394783,,,,,2017_Jun_21_1409,60.1413233,split,001,317,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,einander,True,0.0,x,0,x,x,0,2,sich gegenseitig,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,9.631,3,11.6341660023,2017_Jun_21_1409,60.1413233,split,001,317,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Brettschliff,False,0.45619727,indiv,1,Brett,Schliff,0,2,Bretterschliff,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,52,16.641,8,5.35396885872,2017_Jun_21_1409,60.1413233,split,001,317,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,100,7.648,3,2.57731199265,2017_Jun_21_1409,60.1413233,split,001,317,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,2,bin,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,100,6.219,2,3.17585587502,2017_Jun_21_1409,60.1413233,split,001,317,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegbeschriftung,False,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegebeschriftung,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,8.839,4,7.38234210014,2017_Jun_21_1409,60.1413233,split,001,317,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbeins,True,0.0,x,0,x,x,0,2,Gantenbein,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,8.012,2,3.45849394798,2017_Jun_21_1409,60.1413233,split,001,317,
