subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.53191590309,76,31.272,,,,,,,,,,,,,,,,,2017_Jun_22_1316,60.1384776633,split,001,854,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.51058197021,j,13.5840141773,,,,,,,,,,,,,2017_Jun_22_1316,60.1384776633,split,001,854,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.09025597572,,,,,,,,,,,2017_Jun_22_1316,60.1384776633,split,001,854,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,11.604,7,7.92716598511,space,6.0854678154,,,,,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligter,False,0.0,x,0,x,x,0,2,beteiligten,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,10.2,4,4.85516691208,2017_Jun_22_1316,60.1384776633,split,001,854,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Badeingang,False,0.984017,indiv,2,Bad,Eingang,0,2,Bädereingang,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,100,8.944,8,4.51883196831,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,25,Die moderne Kindererziehung ist durch ein starkes __________ gekennzeichnet.,Sicherheits-Denken,False,0.0,x,0,x,x,0,2,Sicherheitsdenken,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,8.859,9,2.37783288956,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,überließen,True,0.0,x,0,x,x,0,2,übergaben,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,12.768,7,3.52503705025,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,51,Man darf im Büro nicht beim __________ erwischt werden.,Nichtsmachen,True,0.0,x,0,x,x,0,2,Nichtstun,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,100,9.876,4,5.68649888039,2017_Jun_22_1316,60.1384776633,split,001,854,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdenschlitz,True,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdschlitz,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,100,8.827,4,3.50841403008,2017_Jun_22_1316,60.1384776633,split,001,854,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",Mut gemacht,True,0.0,x,0,x,x,0,2,mutgemacht,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,7.498,4,2.95970010757,2017_Jun_22_1316,60.1384776633,split,001,854,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettlängen,False,0.28060752,pl,7,Bett,Länge,3,2,Bettenlängen,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,11.468,3,2.19488310814,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Autotür,True,0.0,x,0,x,x,0,2,Wagentür,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,99,6.883,6,4.25664305687,2017_Jun_22_1316,60.1384776633,split,001,854,
coll,n,8,Nach dem Fechtunfall hatte Jonas einen __________ auf dem linken Oberarm.,Schwertabdruck,False,0.20263783,indiv,0,Schwert,Abdruck,0,2,Schwerterabdruck,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,10.474,2,3.24235701561,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,2,bin,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,95,10.126,7,5.88594698906,2017_Jun_22_1316,60.1384776633,split,001,854,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,100,19.782,3,7.62850689888,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tütensuppe,True,0.0,x,0,x,x,0,2,Tüte Suppe,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,0,5.967,4,6.0522248745,2017_Jun_22_1316,60.1384776633,split,001,854,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",seilzuspringen,False,0.0,x,0,x,x,0,2,Seil zu springen,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,100,5.422,7,1.7958548069,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadelhölzer,True,0.0,x,0,x,x,0,2,Nadel-Hölzer,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,0,6.897,1,4.45212101936,2017_Jun_22_1316,60.1384776633,split,001,854,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Bretterschliff,True,0.45619727,indiv,1,Brett,Schliff,0,2,Brettschliff,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,100,12.169,1,9.22297310829,2017_Jun_22_1316,60.1384776633,split,001,854,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,99,6.171,4,3.55816102028,2017_Jun_22_1316,60.1384776633,split,001,854,
