Mangel	Beseitigung	5147
Mangel	Rüge	4338
Mangel	Exemplar	2836
Mangel	Liste	2430
Mutter	Zentrum	2204
Mangel	Anspruch	2149
Mutter	Rente	1679
Bruder	Paar	1634
Bruder	Gemeinde	1572
Mangel	Anzeige	1550
Vater	Aufbruch	1532
Bruder	Gemeine	1527
Bruder	Straße	1262
Mutter	Sterblichkeit	1261
Tochter	Schule	1149
Mangel	Haftung	1054
Vater	Monat	791
Bruder	Bewegung	715
Mangel	Wesen	550
Bruder	Krankenhaus	549
Mangel	Recht	546
Mangel	Karte	526
Mangel	Bericht	512
Mangel	Stempel	499
Vater	Generation	429
Mangel	Freiheit	429
Mutter	Verein	428
Bruder	Kirche	394
Mangel	Behebung	392
Mangel	Quote	383
Mutter	Genesung	353
Mutter	Beratung	349
Apfel	Säure	325
Mutter	Gruppe	272
Nagel	Mal	264
Vater	Gruppe	259
Mangel	Gewährleistung	259
Vater	Arbeit	251
Bruder	Haus	242
Vater	Beratung	225
Mutter	Kur	217
Soller	Eck	215
Bruder	Verein	204
Graben	Dorf	202
Vater	Zeit	200
Abwasser	Kanal	198
Mangel	List	196
Bruder	Gemeinschaft	193
Vater	Recht	179
Mutter	Kreis	173
Faden	Zieher	171
Tochter	Tag	169
Mangel	Meldung	168
Vater	Geschichte	163
Mangel	Report	161
Vater	Beteiligung	156
Nagel	Schneide	156
Mutter	Gesundheit	156
Mutter	Treff	152
Mangel	Schein	150
Bruder	Versammlung	147
Mangel	Protokoll	144
Apfel	Baum	142
Mangel	Verwaltung	141
Apfel	Wein	141
Vater	Zentrum	139
Vater	Politik	138
Vater	Karenz	134
Mutter	Schule	134
Mutter	Gehalt	127
Vater	Organisation	124
Mutter	Forum	120
Vater	Bewegung	119
Mutter	Bund	119
Mangel	Punkt	118
Vater	Verein	114
Mutter	Generation	114
Bruder	Gasse	113
Vater	Forschung	108
Mutter	Kurs	108
Vogel	Gezwitscher	101
Bruder	Weg	100
Vater	Rechtler	99
Bruder	Stunde	96
Tochter	Unternehmen	91
Mutter	Erwerbstätigkeit	90
Mutter	Heim	87
Mangel	Statistik	86
Mangel	Beschreibung	85
Bruder	Kreis	82
Vater	Tag	77
Mutter	Dienst	75
Großvater	Generation	75
