subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,2.95768809319,50,16.657,,,,,,,,,,,,,,,,,2017_Jun_22_1109,60.1609051308,split,001,233,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.07554888725,j,9.5103931427,,,,,,,,,,,,,2017_Jun_22_1109,60.1609051308,split,001,233,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.04279494286,,,,,,,,,,,2017_Jun_22_1109,60.1609051308,split,001,233,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9.063,7,3.77141189575,space,2.1616191864,,,,,2017_Jun_22_1109,60.1609051308,split,001,233,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,überließen,True,0.0,x,0,x,x,0,2,übergaben,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,30,14.208,7,2.34448409081,2017_Jun_22_1109,60.1609051308,split,001,233,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tüte Suppe,False,0.0,x,0,x,x,0,2,Tütensuppe,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,100,7.797,6,2.11169099808,2017_Jun_22_1109,60.1609051308,split,001,233,
schreib,x,33,"Simone hört ein Hörbuch, während sie am __________ ist.",Bogenschießen,False,0.0,x,0,x,x,0,2,Bogen schießen,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,0,7.562,9,22.0800998211,2017_Jun_22_1109,60.1609051308,split,001,233,
pl,n,16,Yannick hat ein Hemd mit einem besonderen __________ anfertigen lassen.,Hemdenschlitz,True,0.5650076,sg,0,Hemd,Schlitz,0,2,Hemdschlitz,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,50,8.877,7,1.87900996208,2017_Jun_22_1109,60.1609051308,split,001,233,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,sich gegenseitig,False,0.0,x,0,x,x,0,2,einander,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,20,7.876,9,2.34449601173,2017_Jun_22_1109,60.1609051308,split,001,233,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,50,11.375,2,3.19243812561,2017_Jun_22_1109,60.1609051308,split,001,233,
coll,n,8,Nach dem Fechtunfall hatte Jonas einen __________ auf dem linken Oberarm.,Schwerterabdruck,True,0.20263783,indiv,0,Schwert,Abdruck,0,2,Schwertabdruck,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,100,10.79,8,9.64167499542,2017_Jun_22_1109,60.1609051308,split,001,233,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbeins,True,0.0,x,0,x,x,0,2,Gantenbein,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,20,16.511,9,1.59633398056,2017_Jun_22_1109,60.1609051308,split,001,233,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,60,13.181,2,1.94551610947,2017_Jun_22_1109,60.1609051308,split,001,233,
