subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,8.10924506187,77,48.845,,,,,,,,,,,,,,,,,2017_Jun_20_1114,60.1442554497,split,001,669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.5190179348,j,12.6529240608,,,,,,,,,,,,,2017_Jun_20_1114,60.1442554497,split,001,669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.50593686104,,,,,,,,,,,2017_Jun_20_1114,60.1442554497,split,001,669,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,20.07,3,13.3266069889,space,6.85025596619,,,,,2017_Jun_20_1114,60.1442554497,split,001,669,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupper-Ware,False,0.0,x,0,x,x,0,1,Tupperware,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,100,16.551,8,8.97844910622,2017_Jun_20_1114,60.1442554497,split,001,669,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Häuserabbrüche,True,0.21190723,pl,5,Haus,Abbrüche,1,1,Hausabbrüche,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,50,34.432,4,9.4096429348,2017_Jun_20_1114,60.1442554497,split,001,669,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",Probe gehört,True,0.0,x,0,x,x,0,1,probegehört,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,80,27.562,8,12.63129282,2017_Jun_20_1114,60.1442554497,split,001,669,
coll,n,7,Chris besitzt eine große __________ .,Schwertsammlung,False,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertersammlung,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,20,59.772,3,7.99751591682,2017_Jun_20_1114,60.1442554497,split,001,669,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,des Wetters,True,0.0,x,0,x,x,0,1,dem Wetter,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,80,25.854,6,3.49172091484,2017_Jun_20_1114,60.1442554497,split,001,669,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisen,True,0.0,x,0,x,x,0,1,Einreisevisa,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,30,42.512,7,8.52596902847,2017_Jun_20_1114,60.1442554497,split,001,669,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planeten,True,0.0,x,0,x,x,0,1,Planet,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,10,36.314,4,4.09031200409,2017_Jun_20_1114,60.1442554497,split,001,669,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastenberechnung,True,0.8331451,sg,3,Last,Berechnung,1,1,Lastberechnung,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,12.366,4,5.37048196793,2017_Jun_20_1114,60.1442554497,split,001,669,
