subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.43468594551,50,50.757,,,,,,,,,,,,,,,,,2017_Jun_19_1248,60.127270199,split,001,707,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.90852212906,j,9.36087989807,,,,,,,,,,,,,2017_Jun_19_1248,60.127270199,split,001,707,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,3.79097485542,,,,,,,,,,,2017_Jun_19_1248,60.127270199,split,001,707,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10.409,9,4.58808803558,space,9.74327802658,,,,,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,21,Die Fans __________ Fabian die Bude eingerannt.,haben,True,0.0,x,0,x,x,0,1,sind,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,0,12.862,8,3.74111795425,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",derer,True,0.0,x,0,x,x,0,1,deren,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,20,11.657,4,2.57737207413,2017_Jun_19_1248,60.127270199,split,001,707,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastenberechnung,True,0.8331451,sg,3,Last,Berechnung,1,1,Lastberechnung,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,30,12.632,4,8.14716696739,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,56,Auf __________ wird nur ein sehr geringes Pfand erhoben.,Bierflaschen,True,0.0,x,0,x,x,0,1,Biersflaschen,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,7.832,8,5.55336403847,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Fußgängerweg,True,0.0,x,0,x,x,0,1,Gehweg,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,50,18.271,3,2.87655615807,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,17,Gute Qualität hat __________ Preis.,seinen,False,0.0,x,0,x,x,0,1,ihren,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,60,13.005,3,3.82424712181,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",nachgewiesen,True,0.0,x,0,x,x,0,1,bewiesen,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,30,14.282,1,3.60810399055,2017_Jun_19_1248,60.127270199,split,001,707,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Bretterbündel,True,0.45619727,coll,0,Brett,Bündel,0,1,Brettbündel,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,30,20.982,8,2.727009058,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,50,"Verglichen mit Ampeln sind __________ sicherer, aber teurer.",Straßentunnel,False,0.0,x,0,x,x,0,1,Unterführungen,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,80,8.893,3,11.4174880981,2017_Jun_19_1248,60.127270199,split,001,707,
x,x,44,Die Kinder fuhren mit  __________ unzureichenden Helmen zur Schule.,solch,False,0.0,x,0,x,x,0,1,solchen,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,20,12.702,4,2.17824292183,2017_Jun_19_1248,60.127270199,split,001,707,
