subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.53215885162,61,49.361,,,,,,,,,,,,,,,,,2017_Jun_19_1133,60.1467566269,split,001,434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.86085295677,j,8.8454208374,,,,,,,,,,,,,2017_Jun_19_1133,60.1467566269,split,001,434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.15443515778,,,,,,,,,,,2017_Jun_19_1133,60.1467566269,split,001,434,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,17.225,7,8.18037509918,space,5.60324978828,,,,,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,19,Im Urlaub __________ ich jeden Tag bei einem alten Wrack getaucht.,bin,False,0.0,x,0,x,x,0,1,habe,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,50,19.046,9,4.52263593674,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",deren,False,0.0,x,0,x,x,0,1,derer,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,100,20.168,4,6.10207509995,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,44,Die Kinder fuhren mit  __________ unzureichenden Helmen zur Schule.,solch,False,0.0,x,0,x,x,0,1,solchen,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,50,22.71,3,3.60813188553,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,23,Die Gruppe __________ kurz vor dem Gipfel umgedreht.,hat,True,0.0,x,0,x,x,0,1,ist,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,50,14.883,6,2.3943400383,2017_Jun_19_1133,60.1467566269,split,001,434,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Hausabbrüche,False,0.21190723,pl,5,Haus,Abbrüche,1,1,Häuserabbrüche,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,50,24.772,2,4.19007110596,2017_Jun_19_1133,60.1467566269,split,001,434,
schreib,x,27,"Lara trat zur Seite, um __________.",Platz zu machen,True,0.0,x,0,x,x,0,1,platzzumachen,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,10.493,3,15.7205319405,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangsschwierigkeiten,True,0.0,x,0,x,x,0,1,Anfangschwierigkeiten,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,0,26.07,9,2.32791614532,2017_Jun_19_1133,60.1467566269,split,001,434,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Bäderkooperation,True,0.984017,coll,0,Bad,Kooperation,0,1,Badkooperation,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,0,19.799,9,2.4276611805,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Fußgängerweg,True,0.0,x,0,x,x,0,1,Gehweg,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,50,13.166,8,2.51079320908,2017_Jun_19_1133,60.1467566269,split,001,434,
schreib,x,30,"Melanie mag Fußball, weil es ein Sport zum __________ ist.",Spaßhaben,False,0.0,x,0,x,x,0,1,Spaß haben,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,100,11.969,2,3.80764508247,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planeten,True,0.0,x,0,x,x,0,1,Planet,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,50,18.722,7,23.5930562019,2017_Jun_19_1133,60.1467566269,split,001,434,
pl,y,11,Die Düsseldorfer Friedhofsverwaltung hat heute erst eine __________ bearbeitet.,Gräberbuchung,True,0.5313495,sg,0,Grab,Buchung,0,1,Grabbuchung,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,100,37.208,8,9.25762915611,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,17,Gute Qualität hat __________ Preis.,ihren,True,0.0,x,0,x,x,0,1,seinen,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,0,12.024,6,2.31132602692,2017_Jun_19_1133,60.1467566269,split,001,434,
coll,n,7,Chris besitzt eine große __________ .,Schwertsammlung,False,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertersammlung,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,100,11.206,3,2.01194691658,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupper-Ware,False,0.0,x,0,x,x,0,1,Tupperware,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,100,7.561,5,6.33298707008,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,21,Die Fans __________ Fabian die Bude eingerannt.,haben,True,0.0,x,0,x,x,0,1,sind,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,50,16.927,4,3.97394585609,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,36,Sie verlassen wegen  __________ die Wohnung.,dem Wetter,False,0.0,x,0,x,x,0,1,des Wetters,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,50,12.985,2,6.23241686821,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,24,Am Ende von Cindys Party sah man am Horizont schon den __________ der aufgehenden Sonne,Lichtschein,False,0.0,x,0,x,x,0,1,Licht-Schein,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,0,12.798,8,5.0044760704,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,50,"Verglichen mit Ampeln sind __________ sicherer, aber teurer.",Unterführungen,True,0.0,x,0,x,x,0,1,Straßentunnel,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,0,29.562,8,3.57491898537,2017_Jun_19_1133,60.1467566269,split,001,434,
coll,n,3,Dank einer __________ ändern sich einige Wanderrouten um Graz.,Wegzusammenlegung,False,0.34460415,coll,0,Weg,Zusammenlegung,0,1,Wegezusammenlegung,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,50,16.904,3,3.52499914169,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,40,"In einer Studie wurde jetzt  __________, dass Aspirin nicht so gut wirkt wie gedacht.",nachgewiesen,True,0.0,x,0,x,x,0,1,bewiesen,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,50,13.549,7,2.44425392151,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,56,Auf __________ wird nur ein sehr geringes Pfand erhoben.,Biersflaschen,False,0.0,x,0,x,x,0,1,Bierflaschen,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,100,23.94,1,5.75162887573,2017_Jun_19_1133,60.1467566269,split,001,434,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Teetrinken,False,0.0,x,0,x,x,0,1,Tee trinken,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,100,11.656,3,1.96213388443,2017_Jun_19_1133,60.1467566269,split,001,434,
pl,y,13,In einer Biologie-Studie führt Johanna viele __________ durch.,Blätteranalysen,True,0.5334598,pl,0,Blatt,Analyse,0,1,Blattanalysen,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,100,20.943,7,4.35634422302,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,58,Im Magisterstudium musste man mehr __________ schreiben als im BA-Studium.,Seminarsarbeiten,False,0.0,x,0,x,x,0,1,Seminararbeiten,,,,,,,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,50,12.816,7,3.39198708534,2017_Jun_19_1133,60.1467566269,split,001,434,
pl,y,15,Für die Verladung eines LKWs in den Airbus mussten die Techniker eine __________ durchführen.,Lastberechnung,False,0.8331451,sg,3,Last,Berechnung,1,1,Lastenberechnung,,,,,,,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,50,19.465,3,4.10686302185,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,54,Bei der Einreise in viele Länder muss man __________ dabei haben.,Einreisevisa,False,0.0,x,0,x,x,0,1,Einreisevisen,,,,,,,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,0,27.683,7,9.75684905052,2017_Jun_19_1133,60.1467566269,split,001,434,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",probegehört,False,0.0,x,0,x,x,0,1,Probe gehört,,,,,,,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,100,9.722,8,2.67690396309,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,34,Er wurde trotz des bekannten Skandals  __________.,wieder gewählt,False,0.0,x,0,x,x,0,1,wiedergewählt,,,,,,,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,50,11.375,8,6.53443312645,2017_Jun_19_1133,60.1467566269,split,001,434,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Bretterbündel,True,0.45619727,coll,0,Brett,Bündel,0,1,Brettbündel,,,,,,,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,0,12.234,5,4.42255687714,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschimmer,True,0.0,x,0,x,x,0,2,Mondschein,,,,,,,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,50,16.126,2,2.85998415947,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neu-Wahlen,True,0.0,x,0,x,x,0,2,Neuwahlen,,,,,,,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,100,7.346,8,7.71260094643,2017_Jun_19_1133,60.1467566269,split,001,434,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kräftestärken,True,0.5575868,pl,0,Kraft,Stärke,0,2,Kraftstärken,,,,,,,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,50,8.243,1,3.57951998711,2017_Jun_19_1133,60.1467566269,split,001,434,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",seilzuspringen,False,0.0,x,0,x,x,0,2,Seil zu springen,,,,,,,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,100,12.721,1,7.5808300972,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,einander,True,0.0,x,0,x,x,0,2,sich gegenseitig,,,,,,,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,50,14.779,7,8.55947494507,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,0,15.263,7,2.06184601784,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,bin,False,0.0,x,0,x,x,0,2,habe,,,,,,,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,50,31.691,5,4.28973817825,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,übergaben,False,0.0,x,0,x,x,0,2,überließen,,,,,,,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,50,16.71,9,2.87654495239,2017_Jun_19_1133,60.1467566269,split,001,434,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Bädereingang,True,0.984017,indiv,2,Bad,Eingang,0,2,Badeingang,,,,,,,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,100,21.564,5,3.5415289402,2017_Jun_19_1133,60.1467566269,split,001,434,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",mutgemacht,False,0.0,x,0,x,x,0,2,Mut gemacht,,,,,,,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,100,7.282,7,7.83126020432,2017_Jun_19_1133,60.1467566269,split,001,434,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligter,False,0.0,x,0,x,x,0,2,beteiligten,,,,,,,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,50,23.876,7,5.63651204109,2017_Jun_19_1133,60.1467566269,split,001,434,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Bretterschliff,True,0.45619727,indiv,1,Brett,Schliff,0,2,Brettschliff,,,,,,,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,100,15.045,1,4.65256619453,2017_Jun_19_1133,60.1467566269,split,001,434,
