DocURL	DocID	SentID	N2Num	N2Typ	N1Lemma	N1Pl	LE
http://www.mainaeppelhauslohrberg.de	ea88b084a5bd515f74cc76c85c49ba2201f4	2	Sg	Ind	Apfel	U	0
http://www.faq4mobiles.de/forum/apple-forum/30191-projekt-iphone-modding-mit-apfellogo-beleuchtung-hot.html	1f63b7eb111818119ef76ebff67f4c8574da	4	Sg	Ind	Apfel	U	0
http://www.comicforum.de/archive/index.php/t-2661.html	1440b8c33c4b97f4b1561de78d23ea9c0280	227	Sg	Ind	Apfel	U	0
http://www.lawsofform.de/page/18	a8390d20926e5da81e07bbff4caf1c790584	176	Pl	Ind	Apfel	U	0
http://www.rs-kisslegg.de/hp_alt/schuelerseiten_aktiv.htm	bf500d1bec46cf9453daa01efd7ff9056c56	104	Sg	Ind	Apfel	U	0
http://www.tdh-nrw.de/ag/dortmund/aktionen/kinderfestam3905indortmundaplerbeck.html	57548c0106e091efaf3fc7af9e7b60592988	1	Sg	Ind	Apfel	U	0
http://cutterguide.avid.de/support/tips_tricks/betriebssysteme/Boot_mac/boot_mac.html	ace6037d1a136579a66554f1c61503d9de2e	46	Sg	Ind	Apfel	U	0
http://www.hessenkrone.de/Apfel.htm	11f414ba31ba5004145a8be6c41debf30dcf	3	Pl	Ind	Apfel	U	0
http://holderdieter.forumprofi.de/thema-anzeigen-off-topic-apfelsaft-aepfel-mosten-und-vieles-mehr.-t509.html	160f2b3d90932821d8d565523612069410dc	99	Sg	Ind	Apfel	U	0
http://www.capriccio-kulturforum.de/musik-erfahren/276-fruehe-praegungen	6bdd64375ea16d338ca3dbc1f83557b86640	272	Sg	Ind	Apfel	U	0
http://www.vierkaisers.de/archives/2009/02.html	b6cc7ecb7ce19a13f42476e9d23974f34e7a	113	Sg	Ind	Apfel	U	0
http://www.herrderringe-fanfiction.de/Fanfiction/Mittelerde_FF/Liebe-Romantik/Auf_den_ersten_Apfel/1-3.htm	32db32588755194f7af24dbfa2f5e8e15d5b	219	Sg	Ind	Apfel	U	0
http://www.danielbudde.homepage.t-online.de/bio_ged_04.htm	ac6ac84432909afa99ed6fa162e962ecb219	359	Pl	Ind	Apfel	U	0
http://www.xbox540blog.de/super-mario-galaxy	c8cfa1d49b1be7736bdfbe13f945b4a17af6	66	Pl	Ind	Apfel	U	0
http://www.supertv.de/tv-programm/3/regionaledritte-programme/2011-11-29/49/hr.html	a8f02e15664cccbcc885714b6fdf13fb8465	76	Sg	Ind	Apfel	U	0
http://www.bonvoyage-forum.de/archive/index.php/thread-277-1.html	c64a7064ebd357488103091e7866412cf40b	12	Pl	Ind	Apfel	U	0
http://www.reinhard-doehl.de/forschung/selbstlit.htm	95e4eb8b80056699c33e941f5a99b6afa3c8	23	Sg	Ind	Apfel	U	0
http://tobiasthelen.de/2007/08/rauberische-apfelprodukte-bedrohen-auch-deine-wellen	69dbd264ab99344782c91286db30bc0ecd40	2	Pl	Ind	Apfel	U	0
http://www.schrotundkorn.de/wp/2009/10/15/bio-im-tv-schelte-vom-politmagazin-panorama/comment-page-1/?mobile_switch=mobile	3aaf29c2dbd9718ce0ef7931bb1470867678	129	Sg	Ind	Apfel	U	0
http://www.das-pflanzen-forum.de/t2641f20-Welche-Obstbaeume-habt-Ihr-2.html	5bb9792d938c6be37ed60019a3ca84757ded	18	Sg	Ind	Apfel	U	0
http://www.vidavida.de/rezepte-zum-abnehmen/254/Dessert/Kalter%20Apfelpudding.html	9910320f2f44402f01b2f65f52b2cbc169f5	7	Pl	Ind	Apfel	U	0
http://www.mitspieln.de/category/news/page/6	19b9b474274376cda540f786bfc90ccd269a	18	Sg	Ind	Apfel	U	0
http://www.wildnis-weltweit.de/neufund.htm	02b667d89f99d3932e64025f01d6918e9fc7	84	Sg	Ind	Apfel	U	0
http://www.agendakids.muc.kobis.de/er4_t3s3.htm	3c4672fbdbbe7930c0a6fbb3b760b1f5dc18	11	Pl	Ind	Apfel	U	0
http://www.hofkirchen.at/artikel.shtml?newsid=8212	471bb7dc8db454ac6ea21b0a6fc9fafaf241	4	Sg	Ind	Apfel	U	0
http://gaertnerblog.de/blog/2005/auf-zum-ersten-garten-koch-event-apfel	33f6787864e14407ffbe0a3bf03d4e33c44f	88	Pl	Ind	Apfel	U	0
http://www.bismarck-terrassen.de/newsbz.htm	248b7ee22c0a216a7bfabbb7208870950f84	11	Sg	Ind	Apfel	U	0
http://www.broeg-obst.de/index.php?norewrite=ind%26filename=Bio-Apfelchips.htm%26cat=c34_Bio-Apfelchips.html	24ebd092ee831d323bca49216ba8eea74267	8	Pl	Ind	Apfel	U	0
http://www.artikelmagazin.de/lifestyle/essen-und-trinken/kartoffelpueree-ein-beliebtes-kartoffelgericht-bei-gross-und-klein.html	f082658762b9739787ecb446c10bb366f728	13	Pl	Ind	Apfel	U	0
http://www.agendakids.muc.kobis.de/er4_t3s3.htm	3c4672fbdbbe7930c0a6fbb3b760b1f5dc18	5	Sg	Ind	Apfel	U	0
http://www.bioland-bw.de/presse/pm_2006_12_05.html	9adb8b5df8430100f3648168e2c4a022521e	16	Pl	Ind	Apfel	U	0
http://www.forum4you.de/archive/index.php?t-3588.html	141bfb1877775927a6a54b626fc3de030f56	11	Sg	Ind	Apfel	U	0
http://www.exxpose.de/garten/gartenplanung-gartengestaltung/grillplaetze/artikel/phantasie-und-vielfalt-auf-den-rost-bringen	41c4d1bcfa53ebc0105eabe5a12547a94ce2	29	Pl	Ind	Apfel	U	0
http://www.aquariumforum.de/f255/lebt-apfelschnecke-noch-198913	cd7552e9cc872edbec5e4a3226ef02f692c0	4	Sg	Ind	Apfel	U	0
http://www.wirbellotse.de/plagegeister/libellenlarve-oder-nicht-t1339.html	8e91a1eb979ef7bec352db01dd5c37a4d656	9	Pl	Ind	Apfel	U	0
http://www.urlaub-reise-wegweiser.de/zentralschweiz_tessin.htm	424f09b8a3f97d37c0dbfd027806256d026b	25	Sg	Ind	Apfel	U	0
http://www.lactation.de/2review/3038002097.html	37d99fa96e38b09b8bd50682070b77120a37	4	Sg	Ind	Apfel	U	0
http://www.markt-pfaffenhofen.de/2003/html/einweihung_obstbaummuseum.htm	0625b93e8f03699047b543673aac113c5c61	7	Pl	Ind	Apfel	U	0
http://www.hswt.de/fgw/infodienst/2003/februar/blickpunkt-2.html	f549f05bd9f1b4efcacc05c0bcaa3283b1ec	8	Sg	Ind	Apfel	U	0
http://www.gartenbauvereine.de/themen/TIPPS_ApfelfrueSorten.htm	aab269f440e78768831a018d0c62088ec977	80	Sg	Ind	Apfel	U	0
http://www.aldbacha.de/kuchen/apfelkuchenquark80422.php	2575621a66690945da088cd7a073b22dab8b	14	Pl	Ind	Apfel	U	0
http://forum.kochen-und-geniessen.de/koch-club-f1/roulas-dessert-sammlung-t1541-s330.html	c03924669d15b97cdcabf2c55405180a31b4	15	Sg	Ind	Apfel	U	0
http://www.fuchsgewuerze.de/rezepte/druck/Apfel_Zimt_Pfannkuchen__print__113202.php	208ede52612d05093febafc93a67eded8f2e	4	Pl	Ind	Apfel	U	0
http://www.perspektive-mittelstand.de/Winterzeit-ist-Geniesserzeit/pressemitteilung/print/46502.html	dac28590413550af4b1d4e96bd6dfb5b5483	16	Sg	Ind	Apfel	U	0
http://www.teebohne.de/site/de/22/fruechtetee.html	ecaa8dcdd3451ed0dbf871ca13d84a68e982	24	Pl	Ind	Apfel	U	0
http://www.judentum-projekt.de/religion/feste/roschhaschana/index.html	a4505339a2b21af1d34ca6713ed9b30043ac	28	Pl	Ind	Apfel	U	0
http://mobile.chefkoch.de/rezepte/m1273621232712122/Apfel-Marzipan-Muffins.html	9313ec98fa26a85c98dc85f572925a7f02a1	6	Pl	Ind	Apfel	U	0
http://www.botgart.uni-bonn.de/archiv/archiv.html	e25e016750a9f046cdb70876a1ead0f3d367	16	Sg	Ind	Apfel	U	0
http://www.nua.nrw.de/nua/content/de/doc09/nrw.php	235018ff9111c4746cfe0f52f9c010f630ca	184	Sg	Ind	Apfel	U	0
http://www.a2-freun.de/forum/archive/index.php/t-21022.html	23a0b2b7f5b1f78754eff9287debdbfce2dc	345	Sg	Ind	Apfel	U	0
http://www.diskursdisko.de/2009/08/nachgefragt-lecker-apfeltaschen	2509d26546c0c1c2ec3e8d5480848a6a5922	7	Pl	Ind	Apfel	U	0
http://www.gizmodo.de/2010/09/01/liveblog-apple-music-event.html	006a9ec4363d456e6992df06b5b353c0ce99	10	Sg	Ind	Apfel	U	0
http://www.kochbuch-couch.de/schaefer-dagmar-reisen-durch-die-kuechen-von-sachsen.html	6a2692eca50ba7a4e235f8bba4e643dbccfe	22	Sg	Ind	Apfel	U	0
http://www.geschichtsforum.de/f26/das-heer-der-perser-5394	30b1b6a92bfa89173f41ecfc41ccd3df369d	34	Pl	Ind	Apfel	U	0
http://www.deutsche-mugge.de/berichte/tommsdaddy110409/tom.htm	d027fc13798c9cf2abf4314f606c151bb56e	14	Sg	Ind	Apfel	U	0
http://forum.musikexpress.de/archive/index.php/t-9079.html	ae1477eb73d338d2ef873ac2c074ceca098e	439	Sg	Ind	Apfel	U	0
http://www.deutsches-obst-und-gemuese.de/detail+M509e98e3f53.html	6a34b3813c5796bd6b23f99e1b59d3b4a87b	23	Sg	Ind	Apfel	U	0
http://www.deutschlands-dicke-seiten.de/forum/archive/index.php/t-11069.html	74350dd96d823fdf9ed757bbc504dd0cd6b3	10	Pl	Ind	Apfel	U	0
http://www.ft-bodersweier.de/Archiv/Berichte/Dez02.html	fd0c677fbe558313f6be5f9414214f20e6d5	33	Sg	Ind	Apfel	U	0
http://www.hautsache.de/News/index.php?year=2008%26month=10	b0ce56e8d048925153630a60733b90b8b09c	31	Sg	Ind	Apfel	U	0
http://interessante-fakten.de/Unterhaltung/220.html	39d66726f8e0dfffa3bc0d6c771fbc760b82	4	Sg	Ind	Apfel	U	0
http://www.svseibranz.de/Spielberichte_0809/spielbericht_svob-svsII.htm	c5072d8c909d93a1d2466c9b2cb1628651c5	15	Pl	Ind	Apfel	U	1
http://www.frag-mutti.de/thema/duschgel+herstellen	1fac6ff24cdf2aa6e15caed5c5ca3c6d520c	71	Sg	Ind	Apfel	U	1
http://www.gudelius.de/ffrlpro.htm	04f15ce50e8dfe267a99920e764c83d72dbf	9	Sg	Ind	Apfel	U	1
http://www.umweltbriefe.de/docs/archiv/20-04txt.htm	19be20e15e19ea06db6807b55cae0f2fed01	13	Sg	Coll	Apfel	U	1
http://forum.kochen-und-geniessen.de/koch-club-f1/k-g-partyhits-nr-3-rezepte-t5819-s15.html	015a6898709e8915eec346229aed08b8d92a	552	Sg	Ind	Apfel	U	1
http://www.sanseira.de/rb_sue12/rb120522.html	fc4e20f3c73be6dcf6a3730f674b2b79982d	21	Pl	Ind	Apfel	U	1
http://www.howa.de/de/trockenfruechte/apfelringe	4e638f84474789446a6db5dae401f9030efb	9	Pl	Ind	Apfel	U	1
http://www.learnweb.de/Staufer/Essen.html	deecf9741a5e5e492dbfb6684c3f1c979986	32	Pl	Ind	Apfel	U	1
http://www.forher.de/weihnachts-menu-nachspeise-marzipan-bratapfel	0d886fdcf5871504be126815324aaee56168	8	Pl	Ind	Apfel	U	1
http://www.humannews.de/meldungen/aktuell/beitrag/hinter-der-depression-steckt-geballte-energie	ffe7814e3e7ed3027ab4b32abfa0958da6ad	12	Pl	Coll	Apfel	U	1
http://www.haushalt-wohnen.de/scheiterhaufen-t16088.html	f1f2025b96b03379eb1156e19f3799188c9c	16	Pl	Ind	Apfel	U	1
http://literaturlexikon.uni-saarland.de/index.php?id=3563	166b7c77c20554f0a91112f05cc8ab299c19	27	Sg	Ind	Apfel	U	1
http://www.hros-sittensen.de/html/body_vitamienreicher_snack.html	6cec7932c80832c921ba019bfa12dd00dc52	7	Pl	Ind	Apfel	U	1
http://literaturlexikon.uni-saarland.de/index.php?id=3563	166b7c77c20554f0a91112f05cc8ab299c19	20	Sg	Ind	Apfel	U	1
http://www.gartenpflanzen-pflege.de/2008/11	f77e15e9c4f6de98dc1e8a18ad47532844ee	27	Sg	Ind	Apfel	U	1
http://www.schoene-muellerin.de/keltern.htm	527e0140199899e2e4c278c04bb72d92a69a	8	Pl	Ind	Apfel	U	1
http://www.travelhomepage.de/namibia/nam7.htm	af748f18da3fd96fd99f3a37111b5bf3fb70	12	Pl	Ind	Apfel	U	1
http://www.muse-forschung.de/texte/fred/fred.htm	e6b06ada9c2fc28e11c559de18365ccaeb48	87	Pl	Ind	Apfel	U	1
http://www.hofkirchen.at/artikel.shtml?newsid=8212	471bb7dc8db454ac6ea21b0a6fc9fafaf241	5	Sg	Coll	Apfel	U	1
http://www.wodanserben.de/board/offenheit-f%C3%BCr-authentisches-heidentum/thema792-2.html	7a84dae7d252e1209cfe1e99f28ccf8eac86	183	Pl	Ind	Apfel	U	1
http://www.tourist-online.de/hotels/hotel-rumaenien.html	76e5b1b2351110fe2b62db70a3ab115f6f09	11	Sg	Ind	Apfel	U	1
http://www.diebackstube.de/rezepte2/rez0132.htm	f588244789fa244c1ee8f730152d3169fcf4	4	Pl	Ind	Apfel	U	1
http://www.bloggeramt.de/key-apfelbaum.html	fa49cadab3523569e77722b0d1679091bf0a	152	Sg	Ind	Apfel	U	1
http://www.gizmodo.de/2010/04/08/das-ipad-zu-bauen-kostet-um-die-260-usdollar.html	61a53d4c2fece7a57f40604582144bb8eedd	38	Pl	Ind	Apfel	U	1
http://www.schoeneich-chemnitz.de/reisen/pfalz/pfalz.htm	28e364d66124e200d8bf7391e35157a1cf40	53	Pl	Ind	Apfel	U	1
http://www.titel-magazin.de/artikel/17/6079/kleine-tricks.html	e876c8a90ccad385219ac94c023e39796de4	33	Sg	Ind	Apfel	U	1
http://reisekladde.de/Reiseberichte/Tneuseeland.htm	8ff51be6ebe5253a35ecbea71c268990ef05	132	Pl	Ind	Apfel	U	1
http://www.schulministerium.nrw.de/docs/Internationales/Europa-UNESCO-Schulen/Europaschulen-in-NRW/Schulportraits/Europaschule-Bornheim/index.html	6d36a6d0f84580b666620e158a50eb04a20e	1	Pl	Ind	Apfel	U	1
http://www.yellopet.de/hunde-beitrag-27150.htm	979e9668f566effcd933d557c04ba027c8b0	19	Sg	Ind	Apfel	U	1
http://www.orient4all.de/topic,3394,-federfaecher---wer-kann-mir-da-weiterhelfen%3F%3F.html	28896fafcc1c11a5cee8a9239a5cb8911a45	63	Sg	Ind	Apfel	U	1
http://allrecipes.de/rezept/1838/gedeckter-apfelkuchen.aspx	6edc962991c07fe59af873fb566a1e073d9b	15	Sg	Ind	Apfel	U	1
http://www.natur-5seenland.de/Jahreslauf/siebenschlaefer.htm	833938a6a2bf6c240542951d4e4323bcd3d2	31	Pl	Coll	Apfel	U	1
http://www.akweb.de//ak_s/ak419/33.htm	55e2524a3bd5c5f0a81b1260538771147556	25	Pl	Ind	Apfel	U	1
http://mobile.chefkoch.de/rezepte/m390421126430613/Apfelkuchen-mit-Mandeldecke.html	17b84c05309a6b40603d5e64d27e4bac92ef	16	Sg	Ind	Apfel	U	1
http://www.fahrzeuglackiererforum.de/archive/hvlp-vs-lvlp-t5967.html	3fa9ac7eb6fbc36cf67d0671a387bd106e34	112	Sg	Coll	Apfel	U	1
http://www.myfitnessblog.de/startseite/home....	a8480374d96d2a80c5d0690e69cc04dadd45	330	Pl	Ind	Apfel	U	1
http://freilesen.de/werk_Hans-Christian_Andersen,Maerchensammlung,3739,71.html	0b13ce171fa4c143a18e3fde8a9ed81c2509	22	Sg	Ind	Apfel	U	1
http://www.katzen-links.de/katzenforum2/archive/index.php/t-76562.html	0a11fc809f317522408520a9771ae4b8d81e	64	Pl	Ind	Apfel	U	1
http://rattarium.de/text/glossen/kernobst	2adaf1ee6b9dc4e7f9f033318f5e241e7c08	8	Sg	Ind	Apfel	U	1
http://www.nickles.de/forum/off-topic/2011/apple-kontra-apfelkind-538852704.html	c3cc1708e487e296018e23475d7f327f50f4	42	Pl	Ind	Apfel	U	1
http://luckaer-lokalblatt.de/Chronik/Chronik-2001/1961-Lucka-vor-vierzig-Jahren.html	b60fa43fbeef1814664e5e703da2f0820db3	48	Sg	Ind	Apfel	U	1
http://www.praxis-jugendarbeit.de/spielesammlung/spiele-bunter-abend-wettspiele.html	ddb63e473d438c79a4bd8eb437bd1367886b	135	Sg	Ind	Apfel	U	1
http://www.sandammeer.at/liebe/serpentina-holunder.htm	57d051b27f7d3ee5323ec3b418d8e86628dd	22	Pl	Ind	Apfel	U	1
http://wendland-net.de/event/1h4plfwzq0o0	19a6b480f35e3deed22aea6a432ea00bcfde	11	Pl	Ind	Apfel	U	1
http://www.alltageinesfotoproduzenten.de/2009/10/01/bilderklau-im-internet-teil-2/comment-page-1	04ecf9640a26053a7ea80f54bfde7f5ef424	257	Sg	Ind	Apfel	U	1
http://www.schoene-muellerin.de/keltern.htm	527e0140199899e2e4c278c04bb72d92a69a	1	Sg	Ind	Apfel	U	1
http://www.apfelbaeumchen-nussloch.de/archiv_2002.htm	a609b339a5b4d6c54f171fcc937d3b8ed2d5	120	Sg	Ind	Apfel	U	1
http://www.utopia.de/gutefragen/fragen/was-ist-faul-an-der-apfelsorte-pink	1bd074e5a425b2521b2c99a0bb5c6f8c0bf2	1517	Sg	Coll	Apfel	U	1
http://www.dichterstaette-sarah-kirsch-online.de/leben.htm	c674047fa17b2097d03f0334bb1f69a36f47	171	Pl	Coll	Apfel	U	1
http://www.monschau-marathon.de/service/gaestebuch/14	8ba2d536f1073be968200788836b95bb8c94	50	Pl	Ind	Apfel	U	1
http://www.rpg-studio.de/forum/board2-rpg-studio-de-skripte-ressourcen-tutorials/board420-studio-workshops/board201-schul-archiv/28567-anwendung-von-variabeln-conditions-miniquest-apfelbaum	f080653e37d8e5a0e4ca726ef664439c7918	83	Sg	Coll	Apfel	U	1
http://forum.kochen-und-geniessen.de/koch-club-f1/pfannkuchen-crepes-und-omelett-sammlung-suess-pika-t9368-s45.html	8b122c1701fbce88710ef2bd8fbce0cc71b8	117	Pl	Ind	Apfel	U	1
http://www.globus-koeln.de/de/bewusst-leben/bewusst-geniessen/grapefruit.htm	033acf3b674763ba013d33f33c0169fd17e2	205	Sg	Ind	Apfel	U	1
http://www.gulp.de/kb/lwo/vertrag/umfrage_projektvertrag.html	45a1d83cec6dc38271dfb26eb1701306f168	89	Pl	Ind	Apfel	U	1
http://www.kochmix.de/rezept-aalspiess-mit-salbei-23888-2.html	3f2f39037eaa87ea134726b20a19126e9fae	21	Pl	Ind	Apfel	U	1
http://www.sweetrabbits.de/f101/beitrag-14329.html	730b09fe1a931d86ad23fb6b236c4c414f9c	5	Pl	Ind	Apfel	U	1
http://www.nordwestreisemagazin.de/piloto/cresses-valle-gran-rey.htm	39dff6917fe40e4c4c01765c76fd6215b137	8	Pl	Ind	Apfel	U	1
http://hog-jarek.de/html/body_sprache.html	e1c0227b3f638e43fca8f86aaeae6ae847d2	122	Sg	Ind	Apfel	U	1
http://www.staedtebauen.de/extern/c3forum_archiv/bbsmsg004.html	bcb06c42982e58d5b892f9c496b9b7505bd9	67	Sg	Ind	Apfel	U	1
http://www.neuenhofer.de/guenter/himachal/spiti1.html	c8ae0a841164d1781e6433952bdeaade657e	27	Pl	Ind	Apfel	U	1
http://www.esof.de/13101.html	8cd5c4213a70fc4d29f26b89cb5ddbc4af7f	227	Pl	Ind	Apfel	U	1
http://www.cuthalionsbogen.de/mitte_des_sommers.html	99b09085b0ab7001a485b7e596ab9649389e	27	Sg	Ind	Apfel	U	1
http://www.ikkspleens.de/no_cache/themen/details/article/fettsucht-wenn-essen-zur-sucht-wird.html	19e0356df5d811978f1e81cb99129fd03d10	17	Sg	Ind	Apfel	U	1
http://forum.garten-pur.de/Obst-Forum-25/Kraeuselkrankheit-bei-Pfirsiche-3844_300A.htm	b7417926aff4e8d8d0880391cf4b1b5635d6	99	Pl	Ind	Apfel	U	1
http://www.gau-odernheim.de/content/03-aktuell/3-1-aktuelles_2009.htm	625404defaa1e36e51f4a8e715ba06040f2e	95	Pl	Coll	Apfel	U	1
http://www.reinbeker-hobbymosterei.de/html/abfuelltechnik.html	fe6a583aa15c06d654d6f0ab039f30531632	14	Pl	Ind	Apfel	U	1
http://forum.kochen-und-geniessen.de/back-club-f2/kleingebaeck-aller-art-t11749-s105.html	c146901cdc05d65e0b422ec8458649b93c1d	109	Pl	Ind	Apfel	U	1
http://www.benjamin-hohlmann.de/obst-von-stefan-fuchs-vom-tullinger	baf0f3037110a6a48bfac7f97663f2de46f2	8	Pl	Ind	Apfel	U	1
http://www.syberberg.de/Syberberg3/Besetzungsliste2/location/location.html	0572a09a5b2f7fb180c1007ec6595272e5ea	57	Sg	Coll	Apfel	U	1
http://www.politopia.de/sonstiges/7583-iphone-4-sammelthread.html	43b4de17a2cfda60388eacea3963d65ad0d1	53	Pl	Ind	Apfel	U	1
http://www.brettspiele-report.de/shaun-das-schaf-das-rennen-der-laemmer	042bf0ef711f7ad6a0a79f321887980e667b	28	Pl	Ind	Apfel	U	1
http://www.ganz-muenchen.de/freizeit/kalender/10/2010/termine.html	77ebdb2394195529f294e6694f2efafe2467	83	Pl	Ind	Apfel	U	1
http://www.jochenolbrich.homepage.t-online.de/Fischhaeckerle.htm	2cf2b686be8258c634907f85c124cb01cbb1	78	Sg	Ind	Apfel	U	1
http://www.fruchtportal.de/marktplatz/alle/32	86ec19b74c8ed4ebbfecbe8823fbec9ac59d	18	Sg	Ind	Apfel	U	1
