subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.2710518837,54,27.164,,,,,,,,,,,,,,,,,2017_Jun_26_1437,60.1569359764,split,001,373,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,29.5373170376,j,10.9237570763,,,,,,,,,,,,,2017_Jun_26_1437,60.1569359764,split,001,373,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.17096209526,,,,,,,,,,,2017_Jun_26_1437,60.1569359764,split,001,373,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,10.542,5,2.47757411003,space,6.13536190987,,,,,2017_Jun_26_1437,60.1569359764,split,001,373,
schreib,x,30,"Melanie mag Fußball, weil es ein Sport zum __________ ist.",Spaßhaben,False,0.0,x,0,x,x,0,1,Spaß haben,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,100,8.847,4,5.23750090599,2017_Jun_26_1437,60.1569359764,split,001,373,
pl,y,11,Die Düsseldorfer Friedhofsverwaltung hat heute erst eine __________ bearbeitet.,Grabbuchung,False,0.5313495,sg,0,Grab,Buchung,0,1,Gräberbuchung,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,50,14.812,4,11.2228970528,2017_Jun_26_1437,60.1569359764,split,001,373,
x,x,48,Kinder sollen sich auf dem __________ sicher fühlen können.,Fußgängerweg,True,0.0,x,0,x,x,0,1,Gehweg,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,50,8.128,2,3.50840687752,2017_Jun_26_1437,60.1569359764,split,001,373,
x,x,38,"Die Teilnehmerinnen wussten überwiegend nicht, was  __________ ist.",Tupperware,True,0.0,x,0,x,x,0,1,Tupper-Ware,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,6.201,8,3.89076590538,2017_Jun_26_1437,60.1569359764,split,001,373,
schreib,x,27,"Lara trat zur Seite, um __________.",platzzumachen,False,0.0,x,0,x,x,0,1,Platz zu machen,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,100,5.988,5,1.69609689713,2017_Jun_26_1437,60.1569359764,split,001,373,
schreib,x,28,"Maria hat einen Kopfhörer gekauft, nachdem sie ihn __________ hatte.",Probe gehört,True,0.0,x,0,x,x,0,1,probegehört,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,0,11.136,7,5.3373169899,2017_Jun_26_1437,60.1569359764,split,001,373,
coll,n,5,Judith kam mit einem __________ unter dem Arm aus dem Baumarkt.,Brettbündel,False,0.45619727,coll,0,Brett,Bündel,0,1,Bretterbündel,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,100,11.306,9,1.81243991852,2017_Jun_26_1437,60.1569359764,split,001,373,
schreib,x,29,"Kim sah sich das Tennisspiel an, solange sie am __________ war.",Teetrinken,False,0.0,x,0,x,x,0,1,Tee trinken,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,67,12.637,2,4.97148609161,2017_Jun_26_1437,60.1569359764,split,001,373,
x,x,52,Beim Lernen einer Sprache gibt es oft erhebliche phonetische __________ .,Anfangschwierigkeiten,False,0.0,x,0,x,x,0,1,Anfangsschwierigkeiten,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,80,19.651,2,6.74648499489,2017_Jun_26_1437,60.1569359764,split,001,373,
x,x,58,Im Magisterstudium musste man mehr __________ schreiben als im BA-Studium.,Seminararbeiten,True,0.0,x,0,x,x,0,1,Seminarsarbeiten,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,9.641,2,2.97568297386,2017_Jun_26_1437,60.1569359764,split,001,373,
coll,n,7,Chris besitzt eine große __________ .,Schwertsammlung,False,0.20263783,coll,0,Schwert,Sammlung,1,1,Schwertersammlung,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,70,6.983,6,2.06185007095,2017_Jun_26_1437,60.1569359764,split,001,373,
x,x,42,Im Fernrohr sahen wir den roten  __________ ganz deutlich.,Planet,False,0.0,x,0,x,x,0,1,Planeten,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,80,11.39,6,2.17832899094,2017_Jun_26_1437,60.1569359764,split,001,373,
coll,n,1,Münster hat wegen einer neuen __________ jetzt ein einziges Wochenticket für alle Stadtbäder.,Bäderkooperation,True,0.984017,coll,0,Bad,Kooperation,0,1,Badkooperation,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,0,11.535,8,6.89419794083,2017_Jun_26_1437,60.1569359764,split,001,373,
x,x,46,"Es waren nur kleinere Delikte,  __________ sie überführt wurden.",derer,True,0.0,x,0,x,x,0,1,deren,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,0,22.579,5,1.64618802071,2017_Jun_26_1437,60.1569359764,split,001,373,
pl,y,9,Wegen der Gentrifizierung in Berlin gibt es zahlreiche __________ .,Hausabbrüche,False,0.21190723,pl,5,Haus,Abbrüche,1,1,Häuserabbrüche,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,50,14.28,8,5.35393595695,2017_Jun_26_1437,60.1569359764,split,001,373,
