subExp,govComp,idx,sentence,opt1,swapped,prodQuotN1,cond,fNoLe,n1,n2,fLe,block,opt2,introloop1.thisRepN,introloop1.thisTrialN,introloop1.thisN,introloop1.thisIndex,introloop2.thisRepN,introloop2.thisTrialN,introloop2.thisN,introloop2.thisIndex,testruns.thisRepN,testruns.thisTrialN,testruns.thisN,testruns.thisIndex,realruns.thisRepN,realruns.thisTrialN,realruns.thisN,realruns.thisIndex,key_resp_2.keys,key_resp_2.rt,rating_2.response,rating_2.rt,key_resp_3.keys,key_resp_3.rt,key_resp_4.keys,key_resp_4.rt,key_resp_5.keys,key_resp_5.rt,rating_3.response,rating_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_6.keys,key_resp_6.rt,rating.response,rating.rt,key_resp_8.keys,key_resp_8.rt,date,frameRate,expName,session,participant,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.19627404213,42,64.79,,,,,,,,,,,,,,,,,2017_Jun_21_1204,60.1463253746,split,001,625,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,10.6325230598,j,9.89288783073,,,,,,,,,,,,,2017_Jun_21_1204,60.1463253746,split,001,625,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,4.60568094254,,,,,,,,,,,2017_Jun_21_1204,60.1463253746,split,001,625,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,20.286,7,8.28011202812,space,7.41556096077,,,,,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,22,"Teilnehmen kann nur, wer schon mindestens drei Marathons gelaufen __________ .",ist,False,0.0,x,0,x,x,0,2,hat,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,20,40.326,8,7.43221402168,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,55,Maria und Jenny haben __________ Bilder von ihren Familienurlauben gezeigt.,sich gegenseitig,False,0.0,x,0,x,x,0,2,einander,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,60,16.541,8,9.75686216354,2017_Jun_21_1204,60.1463253746,split,001,625,
pl,n,14,"Bevor sie zu Ikea fuhren, haben Anne, Oskar und Leon alle möglichen __________ berechnet.",Bettenlängen,True,0.28060752,pl,7,Bett,Länge,3,2,Bettlängen,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,85,38.719,2,36.7719190121,2017_Jun_21_1204,60.1463253746,split,001,625,
schreib,x,26,"Benjamin ruft seinen Freund an, weil er eine Frage zum __________ hat.",Bergsteigen,False,0.0,x,0,x,x,0,2,Berg Steigen,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,0,11.22,3,5.4038040638,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,57,Manche Menschen essen tatsächlich gerne ab und zu eine __________ .,Tütensuppe,True,0.0,x,0,x,x,0,2,Tüte Suppe,,,,,,,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,0,8.646,8,2.59388113022,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,41,"Jetzt ist genau die richtige Zeit, um  __________ umzusetzen.",Nadel-Hölzer,False,0.0,x,0,x,x,0,2,Nadelhölzer,,,,,,,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,100,10.057,1,21.9637348652,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,39,Außer  __________ kann ich leider nichts mitbringen.,dem Essen,False,0.0,x,0,x,x,0,2,das Essen,,,,,,,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,5,20.035,4,5.66976118088,2017_Jun_21_1204,60.1463253746,split,001,625,
coll,n,8,Nach dem Fechtunfall hatte Jonas einen __________ auf dem linken Oberarm.,Schwertabdruck,False,0.20263783,indiv,0,Schwert,Abdruck,0,2,Schwerterabdruck,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,5,30.025,4,6.68404102325,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,49,Nora hätte sich beim Einsteigen beinah an der __________ verletzt.,Wagentür,False,0.0,x,0,x,x,0,2,Autotür,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,48,28.199,2,6.99992394447,2017_Jun_21_1204,60.1463253746,split,001,625,
coll,n,4,Auf seinem üblichen Wanderweg wurde Marcel von einer neuen __________ überrascht.,Wegbeschriftung,False,0.34460415,indiv,0,Weg,Beschriftung,0,2,Wegebeschriftung,,,,,,,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,0,12.649,2,7.79791688919,2017_Jun_21_1204,60.1463253746,split,001,625,
schreib,x,32,"Leon konnte nur deshalb gewinnen, weil Johanna ihm __________ hat.",mutgemacht,False,0.0,x,0,x,x,0,2,Mut gemacht,,,,,,,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,100,8.131,9,3.12513208389,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,47,"Frederick beobachtete einen Einbruch, konnte aber im __________ niemanden erkennen.",Mondschimmer,True,0.0,x,0,x,x,0,2,Mondschein,,,,,,,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,85,13.882,7,12.1874129772,2017_Jun_21_1204,60.1463253746,split,001,625,
coll,n,2,Neben dem __________ in Lankwitz gab es bis vor kurzem noch einen Kiosk.,Bädereingang,True,0.984017,indiv,2,Bad,Eingang,0,2,Badeingang,,,,,,,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,79,30.858,8,5.70021915436,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,35,Unter keinen Umständen können  __________ vor Dezember stattfinden.,Neuwahlen,False,0.0,x,0,x,x,0,2,Neu-Wahlen,,,,,,,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,9,13.695,4,4.92164206505,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,43,Die Autos beider  __________ Fahrer wurden verschrottet.,beteiligter,False,0.0,x,0,x,x,0,2,beteiligten,,,,,,,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,90,24.557,8,13.8127830029,2017_Jun_21_1204,60.1463253746,split,001,625,
schreib,x,33,"Simone hört ein Hörbuch, während sie am __________ ist.",Bogen schießen,True,0.0,x,0,x,x,0,2,Bogenschießen,,,,,,,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,100,9.141,9,3.78965497017,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,45,Wir  __________ das Auto dem Mann mehr als gerne.,überließen,True,0.0,x,0,x,x,0,2,übergaben,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,35,11.64,4,3.45849609375,2017_Jun_21_1204,60.1463253746,split,001,625,
pl,n,12,Für jedes Pixel seines Bildschirmkunstwerks hat Jonas gesondert eine __________ festgelegt.,Punktefarbe,True,0.2778716,sg,0,Punkt,Farbe,0,2,Punktfarbe,,,,,,,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,85,13.746,2,4.2564458847,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,18,Svens Feuer __________ noch einmal kurz aufgeflammt.,hat,True,0.0,x,0,x,x,0,2,ist,,,,,,,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,65,18.839,6,2.72690415382,2017_Jun_21_1204,60.1463253746,split,001,625,
schreib,x,31,"Sarah ging auf den Spielplatz, um __________.",seilzuspringen,False,0.0,x,0,x,x,0,2,Seil zu springen,,,,,,,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,50,16.145,8,2.9929921627,2017_Jun_21_1204,60.1463253746,split,001,625,
coll,n,6,"Svenja gab Leon das Stück Holz, damit er einen korrekten __________ machen konnte.",Brettschliff,False,0.45619727,indiv,1,Brett,Schliff,0,2,Bretterschliff,,,,,,,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,35,17.257,5,3.22574591637,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,20,Im Urlaub __________ ich jeden Tag zu einem alten Wrack getaucht.,habe,True,0.0,x,0,x,x,0,2,bin,,,,,,,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,95,16.461,5,2.09514188766,2017_Jun_21_1204,60.1463253746,split,001,625,
x,x,37,Die Gäste suchen die Wohnung des Herrn __________.,Gantenbeins,True,0.0,x,0,x,x,0,2,Gantenbein,,,,,,,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,5,22.526,6,2.11175179482,2017_Jun_21_1204,60.1463253746,split,001,625,
pl,n,10,In einem physikalischen Experiment hat Max verschiedene __________ gemessen.,Kraftstärken,False,0.5575868,pl,0,Kraft,Stärke,0,2,Kräftestärken,,,,,,,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,2,13.281,8,1.87893486023,2017_Jun_21_1204,60.1463253746,split,001,625,
